"trade_date","new_ath_marker","period","return"
"1968-04-04","N","5 year","0.1591"
"1968-04-05","N","5 year","0.1633"
"1968-04-08","N","5 year","0.1676"
"1968-04-10","N","5 year","0.1729"
"1968-04-11","N","5 year","0.1673"
"1968-04-15","N","5 year","0.1538"
"1968-04-16","N","5 year","0.1534"
"1968-04-17","N","5 year","0.1460"
"1968-04-18","N","5 year","0.1490"
"1968-04-19","N","5 year","0.1703"
"1968-04-22","N","5 year","0.1705"
"1968-04-23","N","5 year","0.1564"
"1968-04-24","N","5 year","0.1384"
"1968-04-25","N","5 year","0.1178"
"1968-04-26","N","5 year","0.1202"
"1968-04-29","N","5 year","0.0976"
"1968-04-30","N","5 year","0.0961"
"1968-05-01","Y","5 year","0.0932"
"1968-05-02","Y","5 year","0.0998"
"1968-05-03","Y","5 year","0.1172"
"1968-05-06","N","5 year","0.1238"
"1968-05-07","Y","5 year","0.1176"
"1968-05-08","Y","5 year","0.1248"
"1968-05-09","N","5 year","0.1225"
"1968-05-10","N","5 year","0.1121"
"1968-05-13","N","5 year","0.0785"
"1968-05-14","N","5 year","0.0793"
"1968-05-15","N","5 year","0.0867"
"1968-05-16","N","5 year","0.0905"
"1968-05-17","N","5 year","0.0894"
"1968-05-20","N","5 year","0.0651"
"1968-05-21","N","5 year","0.0598"
"1968-05-22","N","5 year","0.0659"
"1968-05-23","N","5 year","0.0732"
"1968-05-24","N","5 year","0.1028"
"1968-05-27","N","5 year","0.1085"
"1968-05-28","N","5 year","0.1013"
"1968-05-29","N","5 year","0.0979"
"1968-05-31","N","5 year","0.0635"
"1968-06-03","Y","5 year","0.0298"
"1968-06-04","Y","5 year","0.0258"
"1968-06-05","N","5 year","0.0473"
"1968-06-06","Y","5 year","0.0364"
"1968-06-07","Y","5 year","0.0451"
"1968-06-10","Y","5 year","0.0522"
"1968-06-11","Y","5 year","0.0496"
"1968-06-13","N","5 year","0.0627"
"1968-06-14","N","5 year","0.0521"
"1968-06-17","N","5 year","0.0347"
"1968-06-18","N","5 year","0.0361"
"1968-06-20","N","5 year","0.0391"
"1968-06-21","N","5 year","0.0253"
"1968-06-24","N","5 year","0.0185"
"1968-06-25","N","5 year","0.0217"
"1968-06-27","N","5 year","0.0364"
"1968-06-28","N","5 year","0.0513"
"1968-07-01","N","5 year","0.0352"
"1968-07-02","N","5 year","0.0317"
"1968-07-03","N","5 year","0.0095"
"1968-07-08","Y","5 year","0.0020"
"1968-07-09","Y","5 year","-0.0009"
"1968-07-11","Y","5 year","0.0333"
"1968-07-12","N","5 year","0.0309"
"1968-07-15","N","5 year","0.0333"
"1968-07-16","N","5 year","0.0390"
"1968-07-18","N","5 year","0.0484"
"1968-07-19","N","5 year","0.0606"
"1968-07-22","N","5 year","0.0825"
"1968-07-23","N","5 year","0.0838"
"1968-07-25","N","5 year","0.1194"
"1968-07-26","N","5 year","0.1170"
"1968-07-29","N","5 year","0.1188"
"1968-07-30","N","5 year","0.1178"
"1968-08-01","N","5 year","0.0982"
"1968-08-02","N","5 year","0.1039"
"1968-08-05","N","5 year","0.1020"
"1968-08-06","N","5 year","0.0975"
"1968-08-08","N","5 year","0.0877"
"1968-08-09","N","5 year","0.0886"
"1968-08-12","N","5 year","0.0582"
"1968-08-13","N","5 year","0.0526"
"1968-08-15","N","5 year","0.0504"
"1968-08-16","N","5 year","0.0366"
"1968-08-19","N","5 year","0.0264"
"1968-08-20","N","5 year","0.0268"
"1968-08-22","N","5 year","0.0185"
"1968-08-23","N","5 year","0.0326"
"1968-08-26","N","5 year","0.0352"
"1968-08-27","N","5 year","0.0365"
"1968-08-29","N","5 year","0.0536"
"1968-08-30","N","5 year","0.0508"
"1968-09-03","N","5 year","0.0523"
"1968-09-04","N","5 year","0.0449"
"1968-09-05","N","5 year","0.0387"
"1968-09-06","N","5 year","0.0390"
"1968-09-09","N","5 year","0.0259"
"1968-09-10","N","5 year","0.0310"
"1968-09-12","N","5 year","0.0253"
"1968-09-13","N","5 year","0.0248"
"1968-09-16","N","5 year","0.0287"
"1968-09-17","N","5 year","0.0261"
"1968-09-19","N","5 year","0.0422"
"1968-09-20","N","5 year","0.0502"
"1968-09-23","N","5 year","0.0501"
"1968-09-24","Y","5 year","0.0465"
"1968-09-26","N","5 year","0.0632"
"1968-09-27","N","5 year","0.0662"
"1968-09-30","Y","5 year","0.0540"
"1968-10-01","Y","5 year","0.0520"
"1968-10-03","Y","5 year","0.0526"
"1968-10-04","Y","5 year","0.0453"
"1968-10-07","N","5 year","0.0630"
"1968-10-08","Y","5 year","0.0626"
"1968-10-10","N","5 year","0.0574"
"1968-10-11","N","5 year","0.0767"
"1968-10-14","N","5 year","0.0651"
"1968-10-15","N","5 year","0.0630"
"1968-10-17","Y","5 year","0.0573"
"1968-10-18","Y","5 year","0.0495"
"1968-10-21","Y","5 year","0.0397"
"1968-10-22","N","5 year","0.0439"
"1968-10-24","N","5 year","0.0619"
"1968-10-25","N","5 year","0.0605"
"1968-10-28","N","5 year","0.0698"
"1968-10-29","N","5 year","0.0708"
"1968-10-31","N","5 year","0.0472"
"1968-11-01","N","5 year","0.0449"
"1968-11-04","N","5 year","0.0235"
"1968-11-06","N","5 year","0.0164"
"1968-11-07","N","5 year","0.0222"
"1968-11-08","N","5 year","0.0295"
"1968-11-12","N","5 year","-0.0017"
"1968-11-13","Y","5 year","-0.0073"
"1968-11-14","Y","5 year","-0.0261"
"1968-11-15","Y","5 year","-0.0317"
"1968-11-18","Y","5 year","-0.0492"
"1968-11-19","Y","5 year","-0.0512"
"1968-11-21","N","5 year","-0.0586"
"1968-11-22","Y","5 year","-0.0645"
"1968-11-25","Y","5 year","-0.0930"
"1968-11-26","Y","5 year","-0.0996"
"1968-11-27","Y","5 year","-0.1119"
"1968-11-29","Y","5 year","-0.1021"
"1968-12-02","N","5 year","-0.1315"
"1968-12-03","N","5 year","-0.1307"
"1968-12-05","N","5 year","-0.1441"
"1968-12-06","N","5 year","-0.1252"
"1968-12-09","N","5 year","-0.0902"
"1968-12-10","N","5 year","-0.0879"
"1968-12-12","N","5 year","-0.1281"
"1968-12-13","N","5 year","-0.1413"
"1968-12-16","N","5 year","-0.1340"
"1968-12-17","N","5 year","-0.1304"
"1968-12-19","N","5 year","-0.1136"
"1968-12-20","N","5 year","-0.1109"
"1968-12-23","N","5 year","-0.1170"
"1968-12-24","N","5 year","-0.1156"
"1968-12-26","N","5 year","-0.0895"
"1968-12-27","N","5 year","-0.0668"
"1968-12-30","N","5 year","-0.0602"
"1968-12-31","N","5 year","-0.0608"
"1969-01-02","N","5 year","-0.0601"
"1969-01-03","N","5 year","-0.0403"
"1969-01-06","N","5 year","-0.0429"
"1969-01-07","N","5 year","-0.0311"
"1969-01-08","N","5 year","-0.0464"
"1969-01-09","N","5 year","-0.0771"
"1969-01-10","N","5 year","-0.0846"
"1969-01-13","N","5 year","-0.0699"
"1969-01-14","N","5 year","-0.0762"
"1969-01-15","N","5 year","-0.0727"
"1969-01-16","N","5 year","-0.0637"
"1969-01-17","N","5 year","-0.0464"
"1969-01-20","N","5 year","-0.0618"
"1969-01-21","N","5 year","-0.0613"
"1969-01-22","N","5 year","-0.0532"
"1969-01-23","N","5 year","-0.0523"
"1969-01-24","N","5 year","-0.0543"
"1969-01-27","N","5 year","-0.0616"
"1969-01-28","N","5 year","-0.0617"
"1969-01-29","N","5 year","-0.0634"
"1969-01-30","N","5 year","-0.0535"
"1969-01-31","N","5 year","-0.0625"
"1969-02-03","N","5 year","-0.0933"
"1969-02-04","N","5 year","-0.0936"
"1969-02-05","N","5 year","-0.0988"
"1969-02-06","N","5 year","-0.0993"
"1969-02-07","N","5 year","-0.0988"
"1969-02-11","N","5 year","-0.1253"
"1969-02-12","N","5 year","-0.1225"
"1969-02-13","N","5 year","-0.1227"
"1969-02-14","N","5 year","-0.1222"
"1969-02-17","N","5 year","-0.1007"
"1969-02-18","N","5 year","-0.0915"
"1969-02-19","N","5 year","-0.0847"
"1969-02-20","N","5 year","-0.0653"
"1969-02-24","N","5 year","-0.0362"
"1969-02-25","N","5 year","-0.0301"
"1969-02-26","N","5 year","-0.0249"
"1969-02-27","N","5 year","-0.0177"
"1969-02-28","N","5 year","-0.0195"
"1969-03-03","N","5 year","-0.0290"
"1969-03-04","N","5 year","-0.0382"
"1969-03-05","N","5 year","-0.0240"
"1969-03-06","N","5 year","-0.0073"
"1969-03-07","N","5 year","-0.0173"
"1969-03-10","N","5 year","-0.0011"
"1969-03-11","N","5 year","-0.0044"
"1969-03-12","N","5 year","0.0010"
"1969-03-13","N","5 year","0.0137"
"1969-03-14","N","5 year","0.0168"
"1969-03-17","N","5 year","-0.0020"
"1969-03-18","N","5 year","-0.0045"
"1969-03-19","N","5 year","-0.0200"
"1969-03-20","N","5 year","-0.0227"
"1969-03-21","N","5 year","-0.0230"
"1969-03-24","N","5 year","-0.0187"
"1969-03-25","N","5 year","-0.0203"
"1969-03-26","N","5 year","-0.0243"
"1969-03-27","N","5 year","-0.0446"
"1969-03-28","N","5 year","-0.0659"
"1969-04-01","N","5 year","-0.0806"
"1969-04-02","N","5 year","-0.0737"
"1969-04-03","N","5 year","-0.0631"
"1969-04-07","N","5 year","-0.0787"
"1969-04-08","N","5 year","-0.0810"
"1969-04-09","N","5 year","-0.0833"
"1969-04-10","N","5 year","-0.0901"
"1969-04-11","N","5 year","-0.0937"
"1969-04-14","N","5 year","-0.0937"
"1969-04-15","N","5 year","-0.0934"
"1969-04-16","N","5 year","-0.0693"
"1969-04-17","N","5 year","-0.0637"
"1969-04-18","N","5 year","-0.0638"
"1969-04-21","N","5 year","-0.0714"
"1969-04-22","N","5 year","-0.0734"
"1969-04-23","N","5 year","-0.0892"
"1969-04-24","N","5 year","-0.1083"
"1969-04-25","N","5 year","-0.1194"
"1969-04-28","N","5 year","-0.1179"
"1969-04-29","N","5 year","-0.1244"
"1969-04-30","N","5 year","-0.1290"
"1969-05-01","N","5 year","-0.1091"
"1969-05-02","N","5 year","-0.1145"
"1969-05-05","N","5 year","-0.1269"
"1969-05-06","N","5 year","-0.1310"
"1969-05-07","N","5 year","-0.1262"
"1969-05-08","N","5 year","-0.1281"
"1969-05-09","N","5 year","-0.1151"
"1969-05-12","N","5 year","-0.1357"
"1969-05-13","N","5 year","-0.1394"
"1969-05-14","N","5 year","-0.1457"
"1969-05-15","N","5 year","-0.1455"
"1969-05-16","N","5 year","-0.1531"
"1969-05-19","N","5 year","-0.1630"
"1969-05-20","N","5 year","-0.1555"
"1969-05-21","N","5 year","-0.1585"
"1969-05-22","N","5 year","-0.1674"
"1969-05-23","N","5 year","-0.1654"
"1969-05-26","N","5 year","-0.1532"
"1969-05-27","N","5 year","-0.1468"
"1969-05-28","N","5 year","-0.1442"
"1969-05-29","N","5 year","-0.1602"
"1969-06-02","N","5 year","-0.1345"
"1969-06-03","N","5 year","-0.1318"
"1969-06-04","N","5 year","-0.1214"
"1969-06-05","N","5 year","-0.1212"
"1969-06-06","N","5 year","-0.0995"
"1969-06-09","N","5 year","-0.0800"
"1969-06-10","N","5 year","-0.0729"
"1969-06-11","N","5 year","-0.0684"
"1969-06-12","N","5 year","-0.0631"
"1969-06-13","N","5 year","-0.0640"
"1969-06-16","N","5 year","-0.0842"
"1969-06-17","N","5 year","-0.0808"
"1969-06-18","N","5 year","-0.0855"
"1969-06-19","N","5 year","-0.0864"
"1969-06-20","N","5 year","-0.0875"
"1969-06-23","N","5 year","-0.0887"
"1969-06-24","N","5 year","-0.0989"
"1969-06-25","N","5 year","-0.0828"
"1969-06-26","N","5 year","-0.0985"
"1969-06-27","N","5 year","-0.1132"
"1969-06-30","N","5 year","-0.1196"
"1969-07-01","N","5 year","-0.1230"
"1969-07-02","N","5 year","-0.1480"
"1969-07-03","N","5 year","-0.1542"
"1969-07-07","N","5 year","-0.1812"
"1969-07-08","N","5 year","-0.1694"
"1969-07-09","N","5 year","-0.1589"
"1969-07-10","N","5 year","-0.1614"
"1969-07-11","N","5 year","-0.1658"
"1969-07-14","N","5 year","-0.1139"
"1969-07-15","N","5 year","-0.1110"
"1969-07-16","N","5 year","-0.1300"
"1969-07-17","N","5 year","-0.1259"
"1969-07-18","N","5 year","-0.1176"
"1969-07-22","N","5 year","-0.1038"
"1969-07-23","N","5 year","-0.0910"
"1969-07-24","N","5 year","-0.0842"
"1969-07-25","N","5 year","-0.0878"
"1969-07-28","N","5 year","-0.1028"
"1969-07-29","N","5 year","-0.0954"
"1969-07-30","N","5 year","-0.1049"
"1969-07-31","N","5 year","-0.1363"
"1969-08-01","N","5 year","-0.1575"
"1969-08-04","N","5 year","-0.1473"
"1969-08-05","N","5 year","-0.1512"
"1969-08-06","N","5 year","-0.1427"
"1969-08-07","N","5 year","-0.1207"
"1969-08-08","N","5 year","-0.1317"
"1969-08-11","N","5 year","-0.1458"
"1969-08-12","N","5 year","-0.1390"
"1969-08-13","N","5 year","-0.1533"
"1969-08-14","N","5 year","-0.1780"
"1969-08-15","N","5 year","-0.1883"
"1969-08-18","N","5 year","-0.2115"
"1969-08-19","N","5 year","-0.2156"
"1969-08-20","N","5 year","-0.2116"
"1969-08-21","N","5 year","-0.2290"
"1969-08-22","N","5 year","-0.2410"
"1969-08-25","N","5 year","-0.2399"
"1969-08-26","N","5 year","-0.2348"
"1969-08-27","N","5 year","-0.2492"
"1969-08-28","N","5 year","-0.2543"
"1969-08-29","N","5 year","-0.2672"
"1969-09-02","N","5 year","-0.2619"
"1969-09-03","N","5 year","-0.2575"
"1969-09-04","N","5 year","-0.2708"
"1969-09-05","N","5 year","-0.2432"
"1969-09-08","N","5 year","-0.2479"
"1969-09-09","N","5 year","-0.2534"
"1969-09-10","N","5 year","-0.2708"
"1969-09-11","N","5 year","-0.2725"
"1969-09-12","N","5 year","-0.2913"
"1969-09-15","N","5 year","-0.3019"
"1969-09-16","N","5 year","-0.3025"
"1969-09-17","N","5 year","-0.2889"
"1969-09-18","N","5 year","-0.2864"
"1969-09-19","N","5 year","-0.2637"
"1969-09-22","N","5 year","-0.2741"
"1969-09-23","N","5 year","-0.2741"
"1969-09-24","N","5 year","-0.2878"
"1969-09-25","N","5 year","-0.2870"
"1969-09-26","N","5 year","-0.2942"
"1969-09-29","N","5 year","-0.3198"
"1969-09-30","N","5 year","-0.3177"
"1969-10-01","N","5 year","-0.3149"
"1969-10-02","N","5 year","-0.3202"
"1969-10-03","N","5 year","-0.3317"
"1969-10-06","N","5 year","-0.3043"
"1969-10-07","N","5 year","-0.3023"
"1969-10-08","N","5 year","-0.3003"
"1969-10-09","N","5 year","-0.2710"
"1969-10-10","N","5 year","-0.2541"
"1969-10-13","N","5 year","-0.2339"
"1969-10-14","N","5 year","-0.2399"
"1969-10-15","N","5 year","-0.2537"
"1969-10-16","N","5 year","-0.2702"
"1969-10-17","N","5 year","-0.2606"
"1969-10-20","N","5 year","-0.2380"
"1969-10-21","N","5 year","-0.2438"
"1969-10-22","N","5 year","-0.2525"
"1969-10-23","N","5 year","-0.2712"
"1969-10-24","N","5 year","-0.2843"
"1969-10-27","N","5 year","-0.2844"
"1969-10-28","N","5 year","-0.2823"
"1969-10-29","N","5 year","-0.2477"
"1969-10-30","N","5 year","-0.2334"
"1969-10-31","N","5 year","-0.2400"
"1969-11-03","N","5 year","-0.2477"
"1969-11-04","N","5 year","-0.2482"
"1969-11-05","N","5 year","-0.2307"
"1969-11-06","N","5 year","-0.2347"
"1969-11-07","N","5 year","-0.2346"
"1969-11-10","N","5 year","-0.2357"
"1969-11-11","N","5 year","-0.2337"
"1969-11-12","N","5 year","-0.2474"
"1969-11-13","N","5 year","-0.2471"
"1969-11-14","N","5 year","-0.2473"
"1969-11-17","N","5 year","-0.2815"
"1969-11-18","N","5 year","-0.2813"
"1969-11-19","N","5 year","-0.2888"
"1969-11-20","N","5 year","-0.2846"
"1969-11-21","N","5 year","-0.2772"
"1969-11-24","N","5 year","-0.2618"
"1969-11-25","N","5 year","-0.2594"
"1969-11-26","N","5 year","-0.2552"
"1969-11-28","N","5 year","-0.2541"
"1969-12-01","N","5 year","-0.2694"
"1969-12-02","N","5 year","-0.2649"
"1969-12-03","N","5 year","-0.2671"
"1969-12-04","N","5 year","-0.2669"
"1969-12-05","N","5 year","-0.2791"
"1969-12-08","N","5 year","-0.2762"
"1969-12-09","N","5 year","-0.2755"
"1969-12-10","N","5 year","-0.2564"
"1969-12-11","N","5 year","-0.2524"
"1969-12-12","N","5 year","-0.2572"
"1969-12-15","N","5 year","-0.2660"
"1969-12-16","N","5 year","-0.2593"
"1969-12-17","N","5 year","-0.2424"
"1969-12-18","N","5 year","-0.2506"
"1969-12-19","N","5 year","-0.2597"
"1969-12-22","N","5 year","-0.2718"
"1969-12-23","N","5 year","-0.2690"
"1969-12-24","N","5 year","-0.2665"
"1969-12-26","N","5 year","-0.2661"
"1969-12-29","N","5 year","-0.2640"
"1969-12-30","N","5 year","-0.2668"
"1969-12-31","N","5 year","-0.2553"
"1970-01-02","N","5 year","-0.2448"
"1970-01-05","N","5 year","-0.2396"
"1970-01-06","N","5 year","-0.2343"
"1970-01-07","N","5 year","-0.2333"
"1970-01-08","N","5 year","-0.2443"
"1970-01-09","N","5 year","-0.2298"
"1970-01-12","N","5 year","-0.2115"
"1970-01-13","N","5 year","-0.2122"
"1970-01-14","N","5 year","-0.2179"
"1970-01-15","N","5 year","-0.2131"
"1970-01-16","N","5 year","-0.2076"
"1970-01-19","N","5 year","-0.2071"
"1970-01-20","N","5 year","-0.2087"
"1970-01-21","N","5 year","-0.2137"
"1970-01-22","N","5 year","-0.2025"
"1970-01-23","N","5 year","-0.1909"
"1970-01-26","N","5 year","-0.1452"
"1970-01-27","N","5 year","-0.1398"
"1970-01-28","N","5 year","-0.1240"
"1970-01-29","N","5 year","-0.0984"
"1970-01-30","N","5 year","-0.1036"
"1970-02-02","N","5 year","-0.0925"
"1970-02-03","N","5 year","-0.1031"
"1970-02-04","N","5 year","-0.1001"
"1970-02-05","N","5 year","-0.0809"
"1970-02-06","N","5 year","-0.0900"
"1970-02-09","N","5 year","-0.0994"
"1970-02-10","N","5 year","-0.0899"
"1970-02-11","N","5 year","-0.0962"
"1970-02-12","N","5 year","-0.0785"
"1970-02-13","N","5 year","-0.0639"
"1970-02-16","N","5 year","-0.0641"
"1970-02-17","N","5 year","-0.0630"
"1970-02-18","N","5 year","-0.0745"
"1970-02-19","N","5 year","-0.0720"
"1970-02-20","N","5 year","-0.0661"
"1970-02-24","N","5 year","-0.0744"
"1970-02-25","N","5 year","-0.1099"
"1970-02-26","N","5 year","-0.0960"
"1970-02-27","N","5 year","-0.0975"
"1970-03-02","N","5 year","-0.0745"
"1970-03-03","N","5 year","-0.0798"
"1970-03-04","N","5 year","-0.0720"
"1970-03-05","N","5 year","-0.0789"
"1970-03-06","N","5 year","-0.0643"
"1970-03-09","N","5 year","-0.0402"
"1970-03-10","N","5 year","-0.0428"
"1970-03-11","N","5 year","-0.0488"
"1970-03-12","N","5 year","-0.0537"
"1970-03-13","N","5 year","-0.0469"
"1970-03-16","N","5 year","-0.0104"
"1970-03-17","N","5 year","-0.0147"
"1970-03-18","N","5 year","-0.0275"
"1970-03-19","N","5 year","-0.0352"
"1970-03-20","N","5 year","-0.0396"
"1970-03-23","N","5 year","-0.0640"
"1970-03-24","N","5 year","-0.0746"
"1970-03-25","N","5 year","-0.0859"
"1970-03-26","N","5 year","-0.0704"
"1970-03-30","N","5 year","-0.0700"
"1970-03-31","N","5 year","-0.0700"
"1970-04-01","N","5 year","-0.0825"
"1970-04-02","N","5 year","-0.0820"
"1970-04-03","N","5 year","-0.0881"
"1970-04-06","N","5 year","-0.0948"
"1970-04-07","N","5 year","-0.0923"
"1970-04-08","N","5 year","-0.0848"
"1970-04-09","N","5 year","-0.0643"
"1970-04-10","N","5 year","-0.0507"
"1970-04-13","N","5 year","-0.0233"
"1970-04-14","N","5 year","-0.0148"
"1970-04-15","N","5 year","-0.0050"
"1970-04-16","N","5 year","0.0084"
"1970-04-17","N","5 year","0.0184"
"1970-04-20","N","5 year","0.0163"
"1970-04-21","N","5 year","0.0217"
"1970-04-22","N","5 year","0.0335"
"1970-04-23","N","5 year","0.0371"
"1970-04-24","N","5 year","0.0395"
"1970-04-27","N","5 year","0.0586"
"1970-04-28","N","5 year","0.0743"
"1970-04-29","N","5 year","0.0468"
"1970-04-30","N","5 year","0.0709"
"1970-05-01","N","5 year","0.0818"
"1970-05-04","N","5 year","0.1403"
"1970-05-05","N","5 year","0.1461"
"1970-05-06","N","5 year","0.1154"
"1970-05-07","N","5 year","0.1159"
"1970-05-08","N","5 year","0.1274"
"1970-05-11","N","5 year","0.1528"
"1970-05-12","N","5 year","0.1639"
"1970-05-13","N","5 year","0.1967"
"1970-05-14","N","5 year","0.2231"
"1970-05-15","N","5 year","0.1887"
"1970-05-18","N","5 year","0.1763"
"1970-05-19","N","5 year","0.1997"
"1970-05-20","N","5 year","0.2251"
"1970-05-21","N","5 year","0.2342"
"1970-05-22","N","5 year","0.2372"
"1970-05-25","N","5 year","0.2860"
"1970-05-26","N","5 year","0.3038"
"1970-05-27","N","5 year","0.2415"
"1970-05-28","N","5 year","0.2024"
"1970-05-29","N","5 year","0.1715"
"1970-06-01","N","5 year","0.1893"
"1970-06-02","N","5 year","0.1893"
"1970-06-03","N","5 year","0.1830"
"1970-06-04","N","5 year","0.1970"
"1970-06-05","N","5 year","0.2169"
"1970-06-08","N","5 year","0.2001"
"1970-06-09","N","5 year","0.1962"
"1970-06-10","N","5 year","0.1982"
"1970-06-11","N","5 year","0.2163"
"1970-06-12","N","5 year","0.2139"
"1970-06-15","N","5 year","0.2296"
"1970-06-16","N","5 year","0.2011"
"1970-06-17","N","5 year","0.1919"
"1970-06-18","N","5 year","0.1814"
"1970-06-19","N","5 year","0.1943"
"1970-06-22","N","5 year","0.2216"
"1970-06-23","N","5 year","0.2523"
"1970-06-24","N","5 year","0.2734"
"1970-06-25","N","5 year","0.2783"
"1970-06-26","N","5 year","0.2905"
"1970-06-29","N","5 year","0.3059"
"1970-06-30","N","5 year","0.3090"
"1970-07-01","N","5 year","0.2986"
"1970-07-02","N","5 year","0.2915"
"1970-07-06","N","5 year","0.3031"
"1970-07-07","N","5 year","0.3132"
"1970-07-08","N","5 year","0.2793"
"1970-07-09","N","5 year","0.2800"
"1970-07-10","N","5 year","0.2714"
"1970-07-13","N","5 year","0.2781"
"1970-07-14","N","5 year","0.2791"
"1970-07-15","N","5 year","0.2709"
"1970-07-16","N","5 year","0.2393"
"1970-07-17","N","5 year","0.2052"
"1970-07-20","N","5 year","0.1894"
"1970-07-21","N","5 year","0.2008"
"1970-07-22","N","5 year","0.1872"
"1970-07-23","N","5 year","0.1562"
"1970-07-24","N","5 year","0.1574"
"1970-07-27","N","5 year","0.1422"
"1970-07-28","N","5 year","0.1404"
"1970-07-29","N","5 year","0.1301"
"1970-07-30","N","5 year","0.1378"
"1970-07-31","N","5 year","0.1371"
"1970-08-03","N","5 year","0.1315"
"1970-08-04","N","5 year","0.1290"
"1970-08-05","N","5 year","0.1173"
"1970-08-06","N","5 year","0.1190"
"1970-08-07","N","5 year","0.1167"
"1970-08-10","N","5 year","0.1358"
"1970-08-11","N","5 year","0.1415"
"1970-08-12","N","5 year","0.1551"
"1970-08-13","N","5 year","0.1500"
"1970-08-14","N","5 year","0.1386"
"1970-08-17","N","5 year","0.1443"
"1970-08-18","N","5 year","0.1312"
"1970-08-19","N","5 year","0.1038"
"1970-08-20","N","5 year","0.0719"
"1970-08-21","N","5 year","0.0483"
"1970-08-24","N","5 year","0.0503"
"1970-08-25","N","5 year","0.0486"
"1970-08-26","N","5 year","0.0338"
"1970-08-27","N","5 year","0.0413"
"1970-08-28","N","5 year","0.0555"
"1970-08-31","N","5 year","0.0486"
"1970-09-01","N","5 year","0.0560"
"1970-09-02","N","5 year","0.0558"
"1970-09-03","N","5 year","0.0480"
"1970-09-04","N","5 year","0.0407"
"1970-09-08","N","5 year","0.0343"
"1970-09-09","N","5 year","0.0219"
"1970-09-10","N","5 year","0.0181"
"1970-09-11","N","5 year","0.0113"
"1970-09-14","N","5 year","0.0099"
"1970-09-15","N","5 year","0.0187"
"1970-09-16","N","5 year","0.0037"
"1970-09-17","N","5 year","0.0010"
"1970-09-18","N","5 year","0.0174"
"1970-09-21","N","5 year","0.0386"
"1970-09-22","N","5 year","0.0417"
"1970-09-23","N","5 year","0.0255"
"1970-09-24","N","5 year","0.0218"
"1970-09-25","N","5 year","0.0199"
"1970-09-28","N","5 year","0.0139"
"1970-09-29","N","5 year","0.0087"
"1970-09-30","N","5 year","-0.0040"
"1970-10-01","N","5 year","-0.0165"
"1970-10-02","N","5 year","-0.0157"
"1970-10-05","N","5 year","0.0047"
"1970-10-06","N","5 year","0.0003"
"1970-10-07","N","5 year","-0.0014"
"1970-10-08","N","5 year","0.0231"
"1970-10-09","N","5 year","0.0387"
"1970-10-12","N","5 year","0.0628"
"1970-10-13","N","5 year","0.0642"
"1970-10-14","N","5 year","0.0605"
"1970-10-15","N","5 year","0.0541"
"1970-10-16","N","5 year","0.0604"
"1970-10-19","N","5 year","0.0802"
"1970-10-20","N","5 year","0.0739"
"1970-10-21","N","5 year","0.0825"
"1970-10-22","N","5 year","0.0879"
"1970-10-23","N","5 year","0.0892"
"1970-10-26","N","5 year","0.0771"
"1970-10-27","N","5 year","0.0795"
"1970-10-28","N","5 year","0.0849"
"1970-10-29","N","5 year","0.0723"
"1970-10-30","N","5 year","0.0728"
"1970-11-02","N","5 year","0.0548"
"1970-11-03","N","5 year","0.0460"
"1970-11-04","N","5 year","0.0488"
"1970-11-05","N","5 year","0.0600"
"1970-11-06","N","5 year","0.0633"
"1970-11-09","N","5 year","0.0552"
"1970-11-10","N","5 year","0.0537"
"1970-11-11","N","5 year","0.0569"
"1970-11-12","N","5 year","0.0837"
"1970-11-13","N","5 year","0.0920"
"1970-11-16","N","5 year","0.0988"
"1970-11-17","N","5 year","0.0974"
"1970-11-18","N","5 year","0.0992"
"1970-11-19","N","5 year","0.0853"
"1970-11-20","N","5 year","0.0707"
"1970-11-23","N","5 year","0.0648"
"1970-11-24","N","5 year","0.0580"
"1970-11-25","N","5 year","0.0661"
"1970-11-27","N","5 year","0.0618"
"1970-11-30","N","5 year","0.0398"
"1970-12-01","N","5 year","0.0366"
"1970-12-02","N","5 year","0.0096"
"1970-12-03","N","5 year","-0.0146"
"1970-12-04","N","5 year","-0.0181"
"1970-12-07","N","5 year","-0.0319"
"1970-12-08","N","5 year","-0.0268"
"1970-12-09","N","5 year","-0.0250"
"1970-12-10","N","5 year","-0.0205"
"1970-12-11","N","5 year","-0.0273"
"1970-12-14","N","5 year","-0.0191"
"1970-12-15","N","5 year","-0.0175"
"1970-12-16","N","5 year","-0.0088"
"1970-12-17","N","5 year","-0.0099"
"1970-12-18","N","5 year","-0.0088"
"1970-12-21","N","5 year","-0.0200"
"1970-12-22","N","5 year","-0.0211"
"1970-12-23","N","5 year","-0.0152"
"1970-12-24","N","5 year","-0.0127"
"1970-12-28","N","5 year","-0.0105"
"1970-12-29","N","5 year","-0.0212"
"1970-12-30","N","5 year","-0.0271"
"1970-12-31","N","5 year","-0.0213"
"1971-01-04","N","5 year","0.0157"
"1971-01-05","N","5 year","0.0085"
"1971-01-06","N","5 year","0.0128"
"1971-01-07","N","5 year","0.0170"
"1971-01-08","N","5 year","0.0259"
"1971-01-11","N","5 year","0.0473"
"1971-01-12","N","5 year","0.0389"
"1971-01-13","N","5 year","0.0325"
"1971-01-14","N","5 year","0.0467"
"1971-01-15","N","5 year","0.0385"
"1971-01-18","N","5 year","0.0526"
"1971-01-19","N","5 year","0.0486"
"1971-01-20","N","5 year","0.0542"
