"trade_date","new_ath_marker","period","return"
"1950-01-03","Y","1 year","0.2419"
"1950-01-04","Y","1 year","0.2386"
"1950-01-05","Y","1 year","0.2327"
"1950-01-06","Y","1 year","0.2368"
"1950-01-09","Y","1 year","0.2365"
"1950-01-10","N","1 year","0.2243"
"1950-01-11","Y","1 year","0.2399"
"1950-01-12","N","1 year","0.2595"
"1950-01-13","N","1 year","0.2777"
"1950-01-16","N","1 year","0.2835"
"1950-01-17","N","1 year","0.2782"
"1950-01-18","N","1 year","0.2700"
"1950-01-19","N","1 year","0.2661"
"1950-01-20","N","1 year","0.2533"
"1950-01-23","N","1 year","0.2565"
"1950-01-24","N","1 year","0.2550"
"1950-01-25","N","1 year","0.2563"
"1950-01-26","N","1 year","0.2708"
"1950-01-27","N","1 year","0.2883"
"1950-01-30","N","1 year","0.2773"
"1950-01-31","N","1 year","0.2704"
"1950-02-01","N","1 year","0.2768"
"1950-02-02","Y","1 year","0.2745"
"1950-02-03","Y","1 year","0.2840"
"1950-02-06","Y","1 year","0.2771"
"1950-02-07","N","1 year","0.2763"
"1950-02-08","N","1 year","0.2835"
"1950-02-09","N","1 year","0.2830"
"1950-02-10","N","1 year","0.2865"
"1950-02-14","N","1 year","0.2966"
"1950-02-15","N","1 year","0.2896"
"1950-02-16","N","1 year","0.3025"
"1950-02-17","N","1 year","0.2729"
"1950-02-20","N","1 year","0.2669"
"1950-02-21","N","1 year","0.2731"
"1950-02-23","N","1 year","0.2737"
"1950-02-24","N","1 year","0.2691"
"1950-02-27","N","1 year","0.2593"
"1950-02-28","N","1 year","0.2660"
"1950-03-01","N","1 year","0.2674"
"1950-03-02","N","1 year","0.2728"
"1950-03-03","N","1 year","0.2603"
"1950-03-06","N","1 year","0.2581"
"1950-03-07","N","1 year","0.2709"
"1950-03-08","N","1 year","0.2769"
"1950-03-09","N","1 year","0.2859"
"1950-03-10","N","1 year","0.2697"
"1950-03-13","N","1 year","0.2506"
"1950-03-14","N","1 year","0.2319"
"1950-03-15","Y","1 year","0.2201"
"1950-03-16","Y","1 year","0.2373"
"1950-03-17","N","1 year","0.2355"
"1950-03-20","N","1 year","0.2340"
"1950-03-21","N","1 year","0.2401"
"1950-03-22","Y","1 year","0.2382"
"1950-03-23","Y","1 year","0.2261"
"1950-03-24","N","1 year","0.2261"
"1950-03-27","N","1 year","0.2320"
"1950-03-28","N","1 year","0.2128"
"1950-03-29","N","1 year","0.2231"
"1950-03-30","N","1 year","0.2416"
"1950-03-31","N","1 year","0.2331"
"1950-04-03","N","1 year","0.2128"
"1950-04-04","N","1 year","0.2194"
"1950-04-05","Y","1 year","0.2303"
"1950-04-06","Y","1 year","0.2216"
"1950-04-10","Y","1 year","0.2129"
"1950-04-11","N","1 year","0.2192"
"1950-04-12","Y","1 year","0.2168"
"1950-04-13","Y","1 year","0.2286"
"1950-04-14","N","1 year","0.2272"
"1950-04-17","N","1 year","0.2355"
"1950-04-18","Y","1 year","0.2274"
"1950-04-19","Y","1 year","0.2211"
"1950-04-20","N","1 year","0.2292"
"1950-04-21","N","1 year","0.2277"
"1950-04-24","N","1 year","0.2316"
"1950-04-25","N","1 year","0.2322"
"1950-04-26","N","1 year","0.2477"
"1950-04-27","N","1 year","0.2536"
"1950-04-28","N","1 year","0.2489"
"1950-05-01","Y","1 year","0.2366"
"1950-05-02","N","1 year","0.2490"
"1950-05-03","Y","1 year","0.2485"
"1950-05-04","N","1 year","0.2566"
"1950-05-05","N","1 year","0.2420"
"1950-05-08","N","1 year","0.2376"
"1950-05-09","N","1 year","0.2392"
"1950-05-10","Y","1 year","0.2307"
"1950-05-11","N","1 year","0.2209"
"1950-05-12","N","1 year","0.2200"
"1950-05-15","N","1 year","0.1917"
"1950-05-16","Y","1 year","0.1763"
"1950-05-17","Y","1 year","0.1831"
"1950-05-18","Y","1 year","0.1590"
"1950-05-19","Y","1 year","0.1489"
"1950-05-22","N","1 year","0.1484"
"1950-05-23","Y","1 year","0.1310"
"1950-05-24","N","1 year","0.1263"
"1950-05-25","N","1 year","0.1252"
"1950-05-26","N","1 year","0.1361"
"1950-05-29","Y","1 year","0.1405"
"1950-05-31","Y","1 year","0.1458"
"1950-06-01","N","1 year","0.1443"
"1950-06-02","Y","1 year","0.1303"
"1950-06-05","N","1 year","0.1468"
"1950-06-06","Y","1 year","0.1377"
"1950-06-07","Y","1 year","0.1389"
"1950-06-08","Y","1 year","0.1227"
"1950-06-09","Y","1 year","0.1220"
"1950-06-12","Y","1 year","0.1092"
"1950-06-13","N","1 year","0.1194"
"1950-06-14","N","1 year","0.1506"
"1950-06-15","N","1 year","0.1642"
"1950-06-16","N","1 year","0.1623"
"1950-06-19","N","1 year","0.1638"
"1950-06-20","N","1 year","0.1635"
"1950-06-21","N","1 year","0.1463"
"1950-06-22","N","1 year","0.1247"
"1950-06-23","N","1 year","0.1123"
"1950-06-26","N","1 year","0.1762"
"1950-06-27","N","1 year","0.1932"
"1950-06-28","N","1 year","0.1651"
"1950-06-29","N","1 year","0.2019"
"1950-06-30","N","1 year","0.1928"
"1950-07-03","N","1 year","0.2035"
"1950-07-05","N","1 year","0.2151"
"1950-07-06","N","1 year","0.2083"
"1950-07-07","N","1 year","0.2298"
"1950-07-10","N","1 year","0.2297"
"1950-07-11","N","1 year","0.2517"
"1950-07-12","N","1 year","0.2922"
"1950-07-13","N","1 year","0.3169"
"1950-07-14","N","1 year","0.2881"
"1950-07-17","N","1 year","0.3141"
"1950-07-18","N","1 year","0.2825"
"1950-07-19","N","1 year","0.2581"
"1950-07-20","N","1 year","0.2425"
"1950-07-21","N","1 year","0.2564"
"1950-07-24","N","1 year","0.2837"
"1950-07-25","N","1 year","0.2954"
"1950-07-26","N","1 year","0.3011"
"1950-07-27","N","1 year","0.2874"
"1950-07-28","N","1 year","0.2792"
"1950-07-31","N","1 year","0.2556"
"1950-08-01","N","1 year","0.2492"
"1950-08-02","N","1 year","0.2713"
"1950-08-03","N","1 year","0.2701"
"1950-08-04","N","1 year","0.2686"
"1950-08-07","N","1 year","0.2510"
"1950-08-08","N","1 year","0.2422"
"1950-08-09","N","1 year","0.2273"
"1950-08-10","N","1 year","0.2332"
"1950-08-11","N","1 year","0.2473"
"1950-08-14","N","1 year","0.2411"
"1950-08-15","N","1 year","0.2440"
"1950-08-16","N","1 year","0.2470"
"1950-08-17","N","1 year","0.2374"
"1950-08-18","N","1 year","0.2276"
"1950-08-21","N","1 year","0.2209"
"1950-08-22","N","1 year","0.2179"
"1950-08-23","N","1 year","0.2168"
"1950-08-24","N","1 year","0.2176"
"1950-08-25","N","1 year","0.2325"
"1950-08-28","N","1 year","0.2359"
"1950-08-29","N","1 year","0.2450"
"1950-08-30","N","1 year","0.2611"
"1950-08-31","N","1 year","0.2639"
"1950-09-01","N","1 year","0.2551"
"1950-09-05","N","1 year","0.2538"
"1950-09-06","N","1 year","0.2660"
"1950-09-07","N","1 year","0.2658"
"1950-09-08","N","1 year","0.2597"
"1950-09-11","N","1 year","0.2628"
"1950-09-12","N","1 year","0.2506"
"1950-09-13","N","1 year","0.2420"
"1950-09-14","N","1 year","0.2351"
"1950-09-15","N","1 year","0.2245"
"1950-09-18","N","1 year","0.2179"
"1950-09-19","N","1 year","0.2216"
"1950-09-20","N","1 year","0.2270"
"1950-09-21","N","1 year","0.2081"
"1950-09-22","Y","1 year","0.1986"
"1950-09-25","N","1 year","0.2039"
"1950-09-26","N","1 year","0.2226"
"1950-09-27","N","1 year","0.1989"
"1950-09-28","N","1 year","0.1977"
"1950-09-29","Y","1 year","0.2067"
"1950-10-02","Y","1 year","0.2006"
"1950-10-03","N","1 year","0.2101"
"1950-10-04","Y","1 year","0.1860"
"1950-10-05","N","1 year","0.1956"
"1950-10-06","Y","1 year","0.1804"
"1950-10-09","N","1 year","0.1825"
"1950-10-10","N","1 year","0.1936"
"1950-10-11","N","1 year","0.1934"
"1950-10-13","N","1 year","0.2015"
"1950-10-16","N","1 year","0.2060"
"1950-10-17","N","1 year","0.1911"
"1950-10-18","N","1 year","0.1829"
"1950-10-19","N","1 year","0.1648"
"1950-10-20","N","1 year","0.1397"
"1950-10-23","N","1 year","0.1442"
"1950-10-24","N","1 year","0.1469"
"1950-10-25","N","1 year","0.1452"
"1950-10-26","N","1 year","0.1631"
"1950-10-27","N","1 year","0.1476"
"1950-10-30","N","1 year","0.1555"
"1950-10-31","N","1 year","0.1746"
"1950-11-01","N","1 year","0.1810"
"1950-11-02","N","1 year","0.1622"
"1950-11-03","N","1 year","0.1496"
"1950-11-06","N","1 year","0.1616"
"1950-11-08","N","1 year","0.1487"
"1950-11-09","N","1 year","0.1495"
"1950-11-10","N","1 year","0.1429"
"1950-11-13","N","1 year","0.1389"
"1950-11-14","N","1 year","0.1505"
"1950-11-15","N","1 year","0.1523"
"1950-11-16","N","1 year","0.1571"
"1950-11-17","N","1 year","0.1445"
"1950-11-20","N","1 year","0.1379"
"1950-11-21","N","1 year","0.1388"
"1950-11-22","Y","1 year","0.1111"
"1950-11-24","Y","1 year","0.1038"
"1950-11-27","N","1 year","0.1228"
"1950-11-28","N","1 year","0.1559"
"1950-11-29","N","1 year","0.1703"
"1950-11-30","N","1 year","0.1727"
"1950-12-01","N","1 year","0.1704"
"1950-12-04","N","1 year","0.2179"
"1950-12-05","N","1 year","0.1947"
"1950-12-06","N","1 year","0.2000"
"1950-12-07","N","1 year","0.2052"
"1950-12-08","N","1 year","0.2072"
"1950-12-11","N","1 year","0.1815"
"1950-12-12","N","1 year","0.1875"
"1950-12-13","N","1 year","0.1891"
"1950-12-14","N","1 year","0.2028"
"1950-12-15","N","1 year","0.2111"
"1950-12-18","N","1 year","0.1834"
"1950-12-19","N","1 year","0.1809"
"1950-12-20","N","1 year","0.1803"
"1950-12-21","N","1 year","0.1767"
"1950-12-22","N","1 year","0.1729"
"1950-12-26","N","1 year","0.1767"
"1950-12-27","N","1 year","0.1650"
"1950-12-28","Y","1 year","0.1624"
"1950-12-29","Y","1 year","0.1635"
"1951-01-02","Y","1 year","0.1459"
"1951-01-03","N","1 year","0.1542"
"1951-01-04","Y","1 year","0.1462"
"1951-01-05","N","1 year","0.1457"
"1951-01-08","Y","1 year","0.1343"
"1951-01-09","Y","1 year","0.1241"
"1951-01-10","N","1 year","0.1444"
"1951-01-11","Y","1 year","0.1317"
"1951-01-12","N","1 year","0.1445"
"1951-01-15","Y","1 year","0.1296"
"1951-01-16","Y","1 year","0.1226"
"1951-01-17","Y","1 year","0.1230"
"1951-01-18","N","1 year","0.1332"
"1951-01-19","N","1 year","0.1452"
"1951-01-22","N","1 year","0.1643"
"1951-01-23","N","1 year","0.1543"
"1951-01-24","N","1 year","0.1607"
"1951-01-25","N","1 year","0.1674"
"1951-01-26","N","1 year","0.1576"
"1951-01-29","Y","1 year","0.1339"
"1951-01-30","Y","1 year","0.1146"
"1951-01-31","N","1 year","0.1145"
"1951-02-01","Y","1 year","0.1162"
"1951-02-02","Y","1 year","0.0984"
"1951-02-05","Y","1 year","0.0861"
"1951-02-06","N","1 year","0.0932"
"1951-02-07","N","1 year","0.0964"
"1951-02-08","N","1 year","0.0974"
"1951-02-09","N","1 year","0.0875"
"1951-02-13","N","1 year","0.0785"
"1951-02-14","N","1 year","0.0792"
"1951-02-15","N","1 year","0.0846"
"1951-02-16","N","1 year","0.0728"
"1951-02-19","N","1 year","0.0701"
"1951-02-20","N","1 year","0.0597"
"1951-02-21","N","1 year","0.0595"
"1951-02-23","N","1 year","0.0598"
"1951-02-26","N","1 year","0.0557"
"1951-02-27","N","1 year","0.0653"
"1951-02-28","N","1 year","0.0684"
"1951-03-01","N","1 year","0.0660"
"1951-03-02","N","1 year","0.0621"
"1951-03-05","N","1 year","0.0882"
"1951-03-06","N","1 year","0.0872"
"1951-03-07","N","1 year","0.0851"
"1951-03-08","N","1 year","0.0752"
"1951-03-09","N","1 year","0.0752"
"1951-03-12","N","1 year","0.0936"
"1951-03-13","N","1 year","0.1093"
"1951-03-14","N","1 year","0.1177"
"1951-03-15","N","1 year","0.1236"
"1951-03-16","N","1 year","0.1054"
"1951-03-19","N","1 year","0.1049"
"1951-03-20","N","1 year","0.1102"
"1951-03-21","N","1 year","0.1059"
"1951-03-22","N","1 year","0.1013"
"1951-03-26","N","1 year","0.1045"
"1951-03-27","N","1 year","0.1153"
"1951-03-28","N","1 year","0.1374"
"1951-03-29","N","1 year","0.1425"
"1951-03-30","N","1 year","0.1346"
"1951-04-02","N","1 year","0.1314"
"1951-04-03","N","1 year","0.1346"
"1951-04-04","N","1 year","0.1225"
"1951-04-05","N","1 year","0.0973"
"1951-04-06","N","1 year","0.0958"
"1951-04-09","N","1 year","0.1043"
"1951-04-10","N","1 year","0.1137"
"1951-04-11","N","1 year","0.1068"
"1951-04-12","N","1 year","0.0972"
"1951-04-13","N","1 year","0.0842"
"1951-04-16","N","1 year","0.0699"
"1951-04-17","N","1 year","0.0598"
"1951-04-18","N","1 year","0.0620"
"1951-04-19","N","1 year","0.0749"
"1951-04-20","N","1 year","0.0749"
"1951-04-23","N","1 year","0.0649"
"1951-04-24","N","1 year","0.0670"
"1951-04-25","N","1 year","0.0715"
"1951-04-26","N","1 year","0.0628"
"1951-04-27","Y","1 year","0.0519"
"1951-04-30","Y","1 year","0.0397"
"1951-05-01","Y","1 year","0.0285"
"1951-05-02","Y","1 year","0.0416"
"1951-05-03","Y","1 year","0.0373"
"1951-05-04","N","1 year","0.0391"
"1951-05-07","N","1 year","0.0522"
"1951-05-08","N","1 year","0.0553"
"1951-05-09","N","1 year","0.0531"
"1951-05-10","N","1 year","0.0551"
"1951-05-11","N","1 year","0.0636"
"1951-05-14","N","1 year","0.0677"
"1951-05-15","N","1 year","0.0846"
"1951-05-16","N","1 year","0.0863"
"1951-05-17","N","1 year","0.0776"
"1951-05-18","N","1 year","0.0977"
"1951-05-21","N","1 year","0.1081"
"1951-05-22","N","1 year","0.1194"
"1951-05-23","N","1 year","0.1290"
"1951-05-24","N","1 year","0.1373"
"1951-05-25","N","1 year","0.1384"
"1951-05-28","N","1 year","0.1240"
"1951-05-29","N","1 year","0.1176"
"1951-05-31","N","1 year","0.1060"
"1951-06-01","N","1 year","0.1080"
"1951-06-04","N","1 year","0.1276"
"1951-06-05","N","1 year","0.1299"
"1951-06-06","N","1 year","0.1295"
"1951-06-07","N","1 year","0.1304"
"1951-06-08","N","1 year","0.1340"
"1951-06-11","N","1 year","0.1250"
"1951-06-12","N","1 year","0.1297"
"1951-06-13","N","1 year","0.1309"
"1951-06-14","N","1 year","0.1127"
"1951-06-15","N","1 year","0.1026"
"1951-06-18","N","1 year","0.1080"
"1951-06-19","N","1 year","0.1131"
"1951-06-20","N","1 year","0.1223"
"1951-06-21","N","1 year","0.1277"
"1951-06-22","N","1 year","0.1397"
"1951-06-25","N","1 year","0.1583"
"1951-06-26","N","1 year","0.1620"
"1951-06-27","N","1 year","0.1619"
"1951-06-28","N","1 year","0.1829"
"1951-06-29","N","1 year","0.1908"
"1951-07-02","N","1 year","0.1877"
"1951-07-03","N","1 year","0.1799"
"1951-07-05","N","1 year","0.1539"
"1951-07-06","N","1 year","0.1539"
"1951-07-09","N","1 year","0.1441"
"1951-07-10","N","1 year","0.1470"
"1951-07-11","N","1 year","0.1522"
"1951-07-12","N","1 year","0.1482"
"1951-07-13","N","1 year","0.1388"
"1951-07-16","N","1 year","0.1579"
"1951-07-17","N","1 year","0.1428"
"1951-07-18","N","1 year","0.1358"
"1951-07-19","N","1 year","0.1424"
"1951-07-20","N","1 year","0.1403"
"1951-07-23","N","1 year","0.1362"
"1951-07-24","N","1 year","0.1248"
"1951-07-25","N","1 year","0.1273"
"1951-07-26","N","1 year","0.1215"
"1951-07-27","N","1 year","0.1185"
"1951-07-30","N","1 year","0.1211"
"1951-07-31","N","1 year","0.1340"
"1951-08-01","N","1 year","0.1306"
"1951-08-02","Y","1 year","0.1144"
"1951-08-03","Y","1 year","0.1129"
"1951-08-06","Y","1 year","0.1056"
"1951-08-07","Y","1 year","0.1081"
"1951-08-08","N","1 year","0.1142"
"1951-08-09","N","1 year","0.1174"
"1951-08-10","N","1 year","0.1198"
"1951-08-13","N","1 year","0.1088"
"1951-08-14","N","1 year","0.1137"
"1951-08-15","N","1 year","0.1058"
"1951-08-16","N","1 year","0.0906"
"1951-08-17","N","1 year","0.0871"
"1951-08-20","N","1 year","0.0881"
"1951-08-21","N","1 year","0.0942"
"1951-08-22","N","1 year","0.0985"
"1951-08-23","N","1 year","0.0860"
"1951-08-24","N","1 year","0.0870"
"1951-08-27","N","1 year","0.0915"
"1951-08-28","N","1 year","0.0904"
"1951-08-29","Y","1 year","0.0845"
"1951-08-30","Y","1 year","0.0822"
"1951-08-31","Y","1 year","0.0803"
"1951-09-04","N","1 year","0.0842"
"1951-09-05","Y","1 year","0.0764"
"1951-09-06","Y","1 year","0.0698"
"1951-09-07","Y","1 year","0.0671"
"1951-09-10","Y","1 year","0.0453"
"1951-09-11","N","1 year","0.0519"
"1951-09-12","N","1 year","0.0470"
"1951-09-13","Y","1 year","0.0312"
"1951-09-14","N","1 year","0.0321"
"1951-09-17","N","1 year","0.0406"
"1951-09-18","N","1 year","0.0390"
"1951-09-19","N","1 year","0.0415"
"1951-09-20","N","1 year","0.0433"
"1951-09-21","N","1 year","0.0508"
"1951-09-24","N","1 year","0.0639"
"1951-09-25","N","1 year","0.0611"
"1951-09-26","N","1 year","0.0568"
"1951-09-27","N","1 year","0.0606"
"1951-09-28","N","1 year","0.0610"
"1951-10-01","N","1 year","0.0430"
"1951-10-02","N","1 year","0.0372"
"1951-10-03","Y","1 year","0.0298"
"1951-10-04","N","1 year","0.0303"
"1951-10-05","N","1 year","0.0277"
"1951-10-08","N","1 year","0.0349"
"1951-10-09","N","1 year","0.0389"
"1951-10-10","N","1 year","0.0398"
"1951-10-11","N","1 year","0.0329"
"1951-10-15","Y","1 year","0.0088"
"1951-10-16","N","1 year","0.0059"
"1951-10-17","N","1 year","0.0215"
"1951-10-18","N","1 year","0.0194"
"1951-10-19","N","1 year","0.0347"
"1951-10-22","N","1 year","0.0462"
"1951-10-23","N","1 year","0.0452"
"1951-10-24","N","1 year","0.0434"
"1951-10-25","N","1 year","0.0492"
"1951-10-26","N","1 year","0.0562"
"1951-10-29","N","1 year","0.0644"
"1951-10-30","N","1 year","0.0658"
"1951-10-31","N","1 year","0.0688"
"1951-11-01","N","1 year","0.0649"
"1951-11-02","N","1 year","0.0728"
"1951-11-05","N","1 year","0.0811"
"1951-11-07","N","1 year","0.1019"
"1951-11-08","N","1 year","0.1024"
"1951-11-09","N","1 year","0.0888"
"1951-11-13","N","1 year","0.0843"
"1951-11-14","N","1 year","0.0832"
"1951-11-15","N","1 year","0.0859"
"1951-11-16","N","1 year","0.0868"
"1951-11-19","N","1 year","0.1144"
"1951-11-20","N","1 year","0.1147"
"1951-11-21","N","1 year","0.1162"
"1951-11-23","N","1 year","0.1348"
"1951-11-26","N","1 year","0.1378"
"1951-11-27","N","1 year","0.1324"
"1951-11-28","N","1 year","0.1349"
"1951-11-29","N","1 year","0.1328"
"1951-11-30","N","1 year","0.1224"
"1951-12-03","N","1 year","0.1173"
"1951-12-04","N","1 year","0.1067"
"1951-12-05","N","1 year","0.1105"
"1951-12-06","N","1 year","0.1036"
"1951-12-07","N","1 year","0.1018"
"1951-12-10","N","1 year","0.1093"
"1951-12-11","N","1 year","0.1141"
"1951-12-12","N","1 year","0.1142"
"1951-12-13","N","1 year","0.1132"
"1951-12-14","N","1 year","0.1142"
"1951-12-17","N","1 year","0.1123"
"1951-12-18","N","1 year","0.1081"
"1951-12-19","N","1 year","0.1094"
"1951-12-20","N","1 year","0.1158"
"1951-12-21","N","1 year","0.1186"
"1951-12-24","N","1 year","0.1134"
"1951-12-26","N","1 year","0.1198"
"1951-12-27","N","1 year","0.1162"
"1951-12-28","N","1 year","0.1143"
"1951-12-31","N","1 year","0.1177"
"1952-01-02","N","1 year","0.1151"
"1952-01-03","Y","1 year","0.1164"
"1952-01-04","Y","1 year","0.1145"
"1952-01-07","N","1 year","0.1028"
"1952-01-08","N","1 year","0.1053"
"1952-01-09","N","1 year","0.0985"
"1952-01-10","N","1 year","0.0838"
"1952-01-11","Y","1 year","0.0784"
"1952-01-14","Y","1 year","0.0794"
"1952-01-15","N","1 year","0.0860"
"1952-01-16","N","1 year","0.0801"
"1952-01-17","Y","1 year","0.0748"
"1952-01-18","Y","1 year","0.0725"
"1952-01-21","Y","1 year","0.0666"
"1952-01-22","Y","1 year","0.0592"
"1952-01-23","N","1 year","0.0623"
"1952-01-24","N","1 year","0.0594"
"1952-01-25","N","1 year","0.0599"
"1952-01-28","N","1 year","0.0617"
"1952-01-29","N","1 year","0.0663"
"1952-01-30","N","1 year","0.0887"
"1952-01-31","N","1 year","0.0981"
"1952-02-01","N","1 year","0.0909"
"1952-02-04","N","1 year","0.0953"
"1952-02-05","N","1 year","0.0846"
"1952-02-06","N","1 year","0.0674"
"1952-02-07","N","1 year","0.0655"
"1952-02-08","N","1 year","0.0598"
"1952-02-11","N","1 year","0.0634"
"1952-02-13","N","1 year","0.0761"
"1952-02-14","N","1 year","0.0745"
"1952-02-15","N","1 year","0.0750"
"1952-02-18","N","1 year","0.0733"
"1952-02-19","N","1 year","0.0946"
"1952-02-20","N","1 year","0.1100"
"1952-02-21","N","1 year","0.1118"
"1952-02-25","N","1 year","0.1153"
"1952-02-26","N","1 year","0.1209"
"1952-02-27","N","1 year","0.1173"
"1952-02-28","N","1 year","0.1133"
"1952-02-29","N","1 year","0.1147"
"1952-03-03","N","1 year","0.1163"
"1952-03-04","N","1 year","0.0886"
"1952-03-05","N","1 year","0.0877"
"1952-03-06","N","1 year","0.0907"
"1952-03-07","N","1 year","0.0889"
"1952-03-10","N","1 year","0.0978"
"1952-03-11","N","1 year","0.1058"
"1952-03-12","N","1 year","0.1011"
"1952-03-13","N","1 year","0.1023"
"1952-03-14","N","1 year","0.1040"
"1952-03-17","N","1 year","0.1007"
"1952-03-18","N","1 year","0.0992"
"1952-03-19","N","1 year","0.1007"
"1952-03-20","N","1 year","0.0958"
"1952-03-21","N","1 year","0.0873"
"1952-03-24","N","1 year","0.0936"
"1952-03-25","N","1 year","0.0971"
"1952-03-26","N","1 year","0.0912"
"1952-03-27","N","1 year","0.0833"
"1952-03-28","N","1 year","0.0591"
"1952-03-31","N","1 year","0.0377"
"1952-04-01","N","1 year","0.0442"
"1952-04-02","N","1 year","0.0460"
"1952-04-03","N","1 year","0.0203"
"1952-04-04","N","1 year","0.0246"
"1952-04-07","N","1 year","0.0382"
"1952-04-08","N","1 year","0.0426"
"1952-04-09","N","1 year","0.0392"
"1952-04-10","N","1 year","0.0294"
"1952-04-14","N","1 year","0.0380"
"1952-04-15","N","1 year","0.0554"
"1952-04-16","N","1 year","0.0564"
"1952-04-17","N","1 year","0.0517"
"1952-04-18","N","1 year","0.0523"
"1952-04-21","N","1 year","0.0414"
"1952-04-22","N","1 year","0.0373"
"1952-04-23","N","1 year","0.0302"
"1952-04-24","N","1 year","0.0328"
"1952-04-25","N","1 year","0.0340"
"1952-04-28","N","1 year","0.0412"
"1952-04-29","N","1 year","0.0506"
"1952-04-30","N","1 year","0.0557"
"1952-05-01","N","1 year","0.0673"
"1952-05-02","N","1 year","0.0611"
"1952-05-05","N","1 year","0.0579"
"1952-05-06","N","1 year","0.0562"
"1952-05-07","N","1 year","0.0458"
"1952-05-08","N","1 year","0.0461"
"1952-05-09","N","1 year","0.0449"
"1952-05-12","N","1 year","0.0417"
"1952-05-13","N","1 year","0.0399"
"1952-05-14","N","1 year","0.0494"
"1952-05-15","N","1 year","0.0525"
"1952-05-16","N","1 year","0.0505"
"1952-05-19","N","1 year","0.0461"
"1952-05-20","N","1 year","0.0501"
"1952-05-21","N","1 year","0.0538"
"1952-05-22","N","1 year","0.0468"
"1952-05-23","N","1 year","0.0460"
"1952-05-26","N","1 year","0.0388"
"1952-05-27","N","1 year","0.0318"
"1952-05-28","N","1 year","0.0260"
"1952-05-29","N","1 year","0.0285"
"1952-06-02","N","1 year","0.0176"
"1952-06-03","N","1 year","0.0168"
"1952-06-04","N","1 year","0.0033"
"1952-06-05","N","1 year","-0.0004"
"1952-06-06","N","1 year","-0.0103"
"1952-06-09","N","1 year","-0.0316"
"1952-06-10","N","1 year","-0.0285"
"1952-06-11","N","1 year","-0.0230"
"1952-06-12","N","1 year","-0.0201"
"1952-06-13","N","1 year","-0.0308"
"1952-06-16","N","1 year","-0.0309"
"1952-06-17","N","1 year","-0.0197"
"1952-06-18","N","1 year","-0.0241"
"1952-06-19","N","1 year","-0.0273"
"1952-06-20","N","1 year","-0.0256"
"1952-06-23","N","1 year","-0.0179"
"1952-06-24","N","1 year","-0.0207"
"1952-06-25","N","1 year","-0.0191"
"1952-06-26","Y","1 year","-0.0218"
"1952-06-27","Y","1 year","-0.0278"
"1952-06-30","Y","1 year","-0.0328"
"1952-07-01","Y","1 year","-0.0350"
"1952-07-02","N","1 year","-0.0299"
"1952-07-03","N","1 year","-0.0275"
"1952-07-07","N","1 year","-0.0184"
"1952-07-08","N","1 year","-0.0184"
"1952-07-09","N","1 year","-0.0173"
"1952-07-10","N","1 year","-0.0161"
"1952-07-11","N","1 year","-0.0324"
"1952-07-14","N","1 year","-0.0379"
"1952-07-15","Y","1 year","-0.0401"
"1952-07-16","N","1 year","-0.0389"
"1952-07-17","N","1 year","-0.0279"
"1952-07-18","N","1 year","-0.0253"
"1952-07-21","N","1 year","-0.0317"
"1952-07-22","N","1 year","-0.0324"
"1952-07-23","N","1 year","-0.0350"
"1952-07-24","Y","1 year","-0.0400"
"1952-07-25","N","1 year","-0.0433"
"1952-07-28","N","1 year","-0.0432"
"1952-07-29","Y","1 year","-0.0396"
"1952-07-30","Y","1 year","-0.0347"
"1952-07-31","Y","1 year","-0.0256"
"1952-08-01","Y","1 year","-0.0240"
"1952-08-04","N","1 year","-0.0256"
"1952-08-05","Y","1 year","-0.0306"
"1952-08-06","N","1 year","-0.0251"
"1952-08-07","Y","1 year","-0.0290"
"1952-08-08","Y","1 year","-0.0313"
"1952-08-11","N","1 year","-0.0313"
"1952-08-12","N","1 year","-0.0209"
"1952-08-13","N","1 year","-0.0217"
"1952-08-14","N","1 year","-0.0261"
"1952-08-15","N","1 year","-0.0254"
"1952-08-18","N","1 year","-0.0192"
"1952-08-19","N","1 year","-0.0233"
"1952-08-20","N","1 year","-0.0264"
"1952-08-21","N","1 year","-0.0252"
"1952-08-22","N","1 year","-0.0360"
"1952-08-25","N","1 year","-0.0378"
"1952-08-26","N","1 year","-0.0390"
"1952-08-27","N","1 year","-0.0461"
"1952-08-28","N","1 year","-0.0492"
"1952-08-29","N","1 year","-0.0683"
"1952-09-02","N","1 year","-0.0632"
"1952-09-03","N","1 year","-0.0689"
"1952-09-04","N","1 year","-0.0661"
"1952-09-05","N","1 year","-0.0634"
"1952-09-08","N","1 year","-0.0597"
"1952-09-09","N","1 year","-0.0487"
"1952-09-10","N","1 year","-0.0518"
"1952-09-11","N","1 year","-0.0639"
"1952-09-12","N","1 year","-0.0810"
"1952-09-15","N","1 year","-0.0634"
"1952-09-16","N","1 year","-0.0619"
"1952-09-17","N","1 year","-0.0614"
"1952-09-18","N","1 year","-0.0228"
"1952-09-19","N","1 year","-0.0688"
"1952-09-22","N","1 year","-0.0565"
"1952-09-23","N","1 year","-0.0595"
"1952-09-24","N","1 year","-0.0625"
"1952-09-25","N","1 year","-0.0608"
"1952-09-26","N","1 year","-0.0517"
"1952-09-29","N","1 year","-0.0482"
"1952-09-30","N","1 year","-0.0485"
"1952-10-01","N","1 year","-0.0404"
"1952-10-02","N","1 year","-0.0379"
