Date,Cumulative Total Return (Net Dividends)
1972-06-30,543.0972
1972-07-03,545.1981
1972-07-05,548.8596
1972-07-06,554.5018
1972-07-07,552.4009
1972-07-10,548.9196
1972-07-11,544.1777
1972-07-12,541.5966
1972-07-13,537.9352
1972-07-14,541.0564
1972-07-17,535.5342
1972-07-18,535.2341
1972-07-19,537.0948
1972-07-20,535.1141
1972-07-21,540.2161
1972-07-24,547.7791
1972-07-25,545.8583
1972-07-26,545.4382
1972-07-27,543.9376
1972-07-28,544.5378
1972-07-31,544.5978
1972-08-01,550.6603
1972-08-02,556.0024
1972-08-03,561.1044
1972-08-04,562.8452
1972-08-07,563.9256
1972-08-08,564.4058
1972-08-09,565.4261
1972-08-10,566.5667
1972-08-11,571.9688
1972-08-14,575.5703
1972-08-15,572.629
1972-08-16,570.2281
1972-08-17,568.3073
1972-08-18,570.8283
1972-08-21,570.5883
1972-08-22,574.7299
1972-08-23,573.8295
1972-08-24,566.3865
1972-08-25,564.2857
1972-08-28,561.6447
1972-08-29,562.7251
1972-08-30,563.6855
1972-08-31,566.8067
1972-09-01,569.3278
1972-09-05,567.647
1972-09-06,563.5654
1972-09-07,562.0048
1972-09-08,561.1645
1972-09-11,557.3229
1972-09-12,551.0804
1972-09-13,553.6614
1972-09-14,553.8416
1972-09-15,553.1213
1972-09-18,551.9208
1972-09-19,551.5606
1972-09-20,551.8607
1972-09-21,550.8403
1972-09-22,551.3806
1972-09-25,548.5594
1972-09-26,549.2797
1972-09-27,558.2233
1972-09-28,562.3649
1972-09-29,563.5654
1972-10-02,561.2245
1972-10-03,562.0648
1972-10-04,560.8043
1972-10-05,553.6014
1972-10-06,557.9832
1972-10-09,559.6639
1972-10-10,560.2041
1972-10-11,557.2629
1972-10-12,551.8607
1972-10-13,547.7791
1972-10-16,540.8763
1972-10-17,545.2581
1972-10-18,549.3998
1972-10-19,548.5594
1972-10-20,555.7023
1972-10-23,562.3649
1972-10-24,565.126
1972-10-25,564.5858
1972-10-26,566.2065
1972-10-27,563.9856
1972-10-30,563.8055
1972-10-31,569.7479
1972-11-01,576.2905
1972-11-02,579.6519
1972-11-03,585.5942
1972-11-06,584.1537
1972-11-08,580.3721
1972-11-09,581.2725
1972-11-10,582.6531
1972-11-13,583.6735
1972-11-14,589.976
1972-11-15,587.2749
1972-11-16,591.0564
1972-11-17,593.2173
1972-11-20,593.4574
1972-11-21,597.539
1972-11-22,601.6807
1972-11-24,603.9016
1972-11-27,600.6002
1972-11-28,599.0996
1972-11-29,599.3998
1972-11-30,600.3001
1972-12-01,604.5618
1972-12-04,606.9028
1972-12-05,605.7623
1972-12-06,608.3433
1972-12-07,611.8848
1972-12-08,613.4454
1972-12-11,615.006
1972-12-12,612.2449
1972-12-13,611.6447
1972-12-14,609.7239
1972-12-15,609.8439
1972-12-18,601.6807
1972-12-19,598.3193
1972-12-20,595.9784
1972-12-21,590.9364
1972-12-22,595.2581
1972-12-26,598.0792
1972-12-27,601.8607
1972-12-29,608.5834
1973-01-02,614.8859
1973-01-03,617.7071
1973-01-04,616.6866
1973-01-05,619.5078
1973-01-08,619.3878
1973-01-09,618.6675
1973-01-10,616.8668
1973-01-11,621.7287
1973-01-12,616.0864
1973-01-15,610.9244
1973-01-16,609.1237
1973-01-17,612.3649
1973-01-18,613.3854
1973-01-19,612.9652
1973-01-22,609.5438
1973-01-23,609.6038
1973-01-24,600.6603
1973-01-26,598.9796
1973-01-29,596.3386
1973-01-30,595.2581
1973-01-31,596.4586
1973-02-01,588.8355
1973-02-02,586.3746
1973-02-05,585.6542
1973-02-06,586.9748
1973-02-07,582.2329
1973-02-08,579.2317
1973-02-09,588.3553
1973-02-12,596.6387
1973-02-13,600.9604
1973-02-14,590.8763
1973-02-15,586.9748
1973-02-16,590.1561
1973-02-20,592.6771
1973-02-21,588.4153
1973-02-22,586.9148
1973-02-23,579.2317
1973-02-26,573.4094
1973-02-27,565.6663
1973-02-28,570.3481
1973-03-01,566.5667
1973-03-02,573.9496
1973-03-05,576.3505
1973-03-06,584.874
1973-03-07,586.9748
1973-03-08,585.6542
1973-03-09,583.0132
1973-03-12,583.4333
1973-03-13,587.1548
1973-03-14,590.1561
1973-03-15,584.994
1973-03-16,581.5126
1973-03-19,573.2893
1973-03-20,571.9688
1973-03-21,563.2053
1973-03-22,553.3013
1973-03-23,553.5414
1973-03-26,559.3037
1973-03-27,569.6279
1973-03-28,569.988
1973-03-29,576.5306
1973-03-30,569.3878
1973-04-02,561.3445
1973-04-03,555.7023
1973-04-04,552.8812
1973-04-05,551.3806
1973-04-06,555.9424
1973-04-09,565.4261
1973-04-10,573.5294
1973-04-11,576.3505
1973-04-12,575.7503
1973-04-13,572.7491
1973-04-16,568.9076
1973-04-17,565.9064
1973-04-18,569.5078
1973-04-19,573.2893
1973-04-23,569.6879
1973-04-24,560.2041
1973-04-25,550.3001
1973-04-26,553.6014
1973-04-27,543.6375
1973-04-30,542.0768
1973-05-01,542.8571
1973-05-02,550.8403
1973-05-03,561.5847
1973-05-04,566.2665
1973-05-07,563.4454
1973-05-08,567.7671
1973-05-09,562.9052
1973-05-10,557.503
1973-05-11,549.2797
1973-05-14,535.6542
1973-05-15,539.6758
1973-05-16,538.8355
1973-05-17,533.6135
1973-05-18,523.4094
1973-05-21,516.6266
1973-05-22,521.7287
1973-05-23,524.6699
1973-05-24,543.0972
1973-05-25,547.8992
1973-05-29,545.3181
1973-05-30,535.7143
1973-05-31,529.952
1973-06-01,523.8295
1973-06-04,518.0672
1973-06-05,527.9712
1973-06-06,526.1105
1973-06-07,535.2941
1973-06-08,542.437
1973-06-11,540.4562
1973-06-12,550
1973-06-13,545.8583
1973-06-14,538.6555
1973-06-15,530.8524
1973-06-18,521.8488
1973-06-19,524.1897
1973-06-20,526.8907
1973-06-21,519.5078
1973-06-22,522.449
1973-06-25,513.7455
1973-06-26,520.048
1973-06-27,521.9688
1973-06-28,528.3914
1973-06-29,525.8103
1973-07-02,517.647
1973-07-03,511.4646
1973-07-05,510.9244
1973-07-06,507.9232
1973-07-09,513.0852
1973-07-10,521.3685
1973-07-11,535.054
1973-07-12,533.2533
1973-07-13,524.7899
1973-07-16,534.2737
1973-07-17,534.5739
1973-07-18,538.3553
1973-07-19,539.5558
1973-07-20,543.0972
1973-07-23,545.3782
1973-07-24,549.0996
1973-07-25,558.1033
1973-07-26,559.3638
1973-07-27,557.8031
1973-07-30,555.7623
1973-07-31,549.5798
1973-08-01,541.2365
1973-08-02,540.2761
1973-08-03,539.1957
1973-08-06,540.6362
1973-08-07,539.5558
1973-08-08,533.5534
1973-08-09,533.9136
1973-08-10,528.8715
1973-08-13,522.509
1973-08-14,516.5066
1973-08-15,518.3073
1973-08-16,513.9856
1973-08-17,514.1057
1973-08-20,509.904
1973-08-21,505.5822
1973-08-22,503.4214
1973-08-23,511.7047
1973-08-24,509.964
1973-08-27,514.7659
1973-08-28,518.3674
1973-08-29,524.4297
1973-08-30,523.5294
1973-08-31,525.7503
1973-09-04,527.3109
1973-09-05,528.0912
1973-09-06,531.1525
1973-09-07,528.8115
1973-09-10,523.3494
1973-09-11,519.5678
1973-09-12,518.6074
1973-09-13,520.4081
1973-09-14,526.8907
1973-09-17,525.1501
1973-09-18,522.8691
1973-09-19,535.5342
1973-09-20,540.8163
1973-09-21,543.4574
1973-09-24,544.4178
1973-09-25,548.5594
1973-09-26,553.2413
1973-09-27,554.7419
1973-09-28,550.8403
1973-10-01,549.5198
1973-10-02,553.0012
1973-10-03,552.9412
1973-10-04,550.7203
1973-10-05,559.3638
1973-10-08,561.6447
1973-10-09,561.0444
1973-10-10,555.5822
1973-10-11,566.8067
1973-10-12,568.9076
1973-10-15,560.5642
1973-10-16,561.4045
1973-10-17,560.084
1973-10-18,560.3242
1973-10-19,561.5847
1973-10-22,555.2221
1973-10-23,558.7635
1973-10-24,561.8848
1973-10-25,563.2653
1973-10-26,568.5474
1973-10-29,567.1669
1973-10-30,556.2425
1973-10-31,550
1973-11-01,546.3986
1973-11-02,542.6771
1973-11-05,533.3734
1973-11-06,530.012
1973-11-07,535.054
1973-11-08,542.377
1973-11-09,532.0528
1973-11-12,526.8907
1973-11-13,526.4106
1973-11-14,514.946
1973-11-15,514.8259
1973-11-16,523.5294
1973-11-19,504.5018
1973-11-20,492.1969
1973-11-21,498.7995
1973-11-23,496.8788
1973-11-26,479.7119
1973-11-27,474.4298
1973-11-28,486.1345
1973-11-29,484.0936
1973-11-30,475.9904
1973-12-03,463.6255
1973-12-04,461.7647
1973-12-05,453.1813
1973-12-06,466.7467
1973-12-07,479.2917
1973-12-10,487.9352
1973-12-11,476.4706
1973-12-12,461.6447
1973-12-13,454.5018
1973-12-14,459.964
1973-12-17,456.7227
1973-12-18,468.6675
1973-12-19,469.1476
1973-12-20,467.527
1973-12-21,461.4646
1973-12-24,457.623
1973-12-26,474.6699
1973-12-27,486.6747
1973-12-28,485.4742
1973-12-31,485.5342
1974-01-02,486.3145
1974-01-03,499.0396
1974-01-04,493.6375
1974-01-07,488.6555
1974-01-08,476.9508
1974-01-09,460.7443
1974-01-10,454.5618
1974-01-11,462.1849
1974-01-14,460.7443
1974-01-15,465.6062
1974-01-16,474.2497
1974-01-17,484.0336
1974-01-18,473.5894
1974-01-21,472.6291
1974-01-22,479.5318
1974-01-23,482.6531
1974-01-24,481.1525
1974-01-25,480.012
1974-01-28,476.7707
1974-01-29,476.2905
1974-01-30,482.593
1974-01-31,479.6519
1974-02-01,472.1489
1974-02-04,459.964
1974-02-05,458.2233
1974-02-06,459.7839
1974-02-07,460.024
1974-02-08,454.2017
1974-02-11,444.1777
1974-02-12,445.8583
1974-02-13,446.0984
1974-02-14,445.9184
1974-02-15,453.8415
1974-02-19,452.9412
1974-02-20,460.8643
1974-02-21,468.4874
1974-02-22,472.569
1974-02-25,470.4082
1974-02-26,476.2305
1974-02-27,478.6314
1974-02-28,477.551
1974-03-01,473.4094
1974-03-04,473.4094
1974-03-05,484.1537
1974-03-06,488.1152
1974-03-07,481.8727
1974-03-08,486.9148
1974-03-11,493.5174
1974-03-12,495.1381
1974-03-13,498.6795
1974-03-14,498.1393
1974-03-15,495.9184
1974-03-18,488.5354
1974-03-19,483.6134
1974-03-20,485.6543
1974-03-21,484.2737
1974-03-22,483.8535
1974-03-25,486.0744
1974-03-26,487.9352
1974-03-27,479.7719
1974-03-28,469.1476
1974-03-29,464.1057
1974-04-01,459.7239
1974-04-02,460.3241
1974-04-03,466.2065
1974-04-04,466.2065
1974-04-05,458.2833
1974-04-08,452.401
1974-04-09,455.8824
1974-04-10,454.6219
1974-04-11,452.9412
1974-04-15,452.521
1974-04-16,462.1849
1974-04-17,466.3866
1974-04-18,468.9076
1974-04-19,462.7251
1974-04-22,460.5042
1974-04-23,451.0804
1974-04-24,442.0168
1974-04-25,437.635
1974-04-26,441.2965
1974-04-29,440.2161
1974-04-30,442.0768
1974-05-01,453.5414
1974-05-02,452.7611
1974-05-03,447.9592
1974-05-06,446.9388
1974-05-07,448.9796
1974-05-08,450.06
1974-05-09,457.9832
1974-05-10,449.0396
1974-05-13,444.1777
1974-05-14,444.3578
1974-05-15,442.9172
1974-05-16,438.5354
1974-05-17,429.4718
1974-05-20,427.3709
1974-05-21,427.6711
1974-05-22,422.7491
1974-05-23,423.9496
1974-05-24,431.6927
1974-05-28,430.4322
1974-05-29,421.5486
1974-05-30,424.7899
1974-05-31,423.8896
1974-06-03,434.8139
1974-06-04,441.0564
1974-06-05,442.0768
1974-06-06,451.9808
1974-06-07,455.5222
1974-06-10,458.8235
1974-06-11,453.9016
1974-06-12,452.581
1974-06-13,454.2617
1974-06-14,448.0192
1974-06-17,440.4562
1974-06-18,436.9148
1974-06-19,433.2533
1974-06-20,429.4718
1974-06-21,424.97
1974-06-24,426.3506
1974-06-25,434.0936
1974-06-26,426.2305
1974-06-27,418.0672
1974-06-28,416.2065
1974-07-01,416.3265
1974-07-02,406.0024
1974-07-03,405.7023
1974-07-05,402.1609
1974-07-08,386.7347
1974-07-09,389.0756
1974-07-10,380.132
1974-07-11,379.5318
1974-07-12,399.0996
1974-07-15,402.8812
1974-07-16,397.0588
1974-07-17,402.401
1974-07-18,402.8812
1974-07-19,401.4406
1974-07-22,403.0612
1974-07-23,408.1032
1974-07-24,410.144
1974-07-25,404.0816
1974-07-26,394.5978
1974-07-29,385.8343
1974-07-30,383.1933
1974-07-31,376.0504
1974-08-01,372.6891
1974-08-02,371.7287
1974-08-05,375.9304
1974-08-06,383.3133
1974-08-07,396.0984
1974-08-08,389.6158
1974-08-09,385.3542
1974-08-12,378.6915
1974-08-13,371.1284
1974-08-14,360.5642
1974-08-15,357.9832
1974-08-16,354.2017
1974-08-19,347.599
1974-08-20,349.8799
1974-08-21,341.2365
1974-08-22,336.9748
1974-08-23,329.4718
1974-08-26,333.1332
1974-08-27,325.8103
1974-08-28,324.7299
1974-08-29,320.108
1974-08-30,333.0732
1974-09-03,323.2893
1974-09-04,312.3049
1974-09-05,325.3902
1974-09-06,328.6915
1974-09-09,318.4874
1974-09-10,315.6062
1974-09-11,311.4646
1974-09-12,300.4202
1974-09-13,291.3565
1974-09-16,297.539
1974-09-17,304.4418
1974-09-18,306.4826
1974-09-19,320.7083
1974-09-20,321.0084
1974-09-23,316.6867
1974-09-24,308.2833
1974-09-25,305.5822
1974-09-26,298.9196
1974-09-27,289.7959
1974-09-30,281.3925
1974-10-01,280.4922
1974-10-02,280.4322
1974-10-03,273.8295
1974-10-04,274.1897
1974-10-07,289.856
1974-10-08,289.1957
1974-10-09,307.0828
1974-10-10,318.9076
1974-10-11,327.0108
1974-10-14,336.6147
1974-10-15,328.8115
1974-10-16,322.1489
1974-10-17,327.1909
1974-10-18,333.8535
1974-10-21,341.1765
1974-10-22,338.9556
1974-10-23,326.3506
1974-10-24,321.4886
1974-10-25,320.8884
1974-10-28,320.7083
1974-10-29,337.1549
1974-10-30,346.0384
1974-10-31,343.5774
1974-11-01,343.4574
1974-11-04,338.6555
1974-11-05,350.8403
1974-11-06,348.6795
1974-11-07,351.4406
1974-11-08,349.6399
1974-11-11,351.0804
1974-11-12,342.1969
1974-11-13,340.2761
1974-11-14,338.5354
1974-11-15,331.6327
1974-11-18,315.7863
1974-11-19,309.3637
1974-11-20,307.563
1974-11-21,309.2437
1974-11-22,313.5654
1974-11-25,313.1453
1974-11-26,316.9868
1974-11-27,319.8079
1974-11-29,319.988
1974-12-02,308.8235
1974-12-03,303.1813
1974-12-04,304.6219
1974-12-05,296.9388
1974-12-06,290.2161
1974-12-09,293.7575
1974-12-10,303.8415
1974-12-11,306.1825
1974-12-12,304.8619
1974-12-13,302.581
1974-12-16,298.9196
1974-12-17,305.6422
1974-12-18,307.563
1974-12-19,306.0624
1974-12-20,301.6206
1974-12-23,295.9184
1974-12-24,301.4406
1974-12-26,304.8019
1974-12-27,303.0012
1974-12-30,303.1212
1974-12-31,311.5246
1975-01-02,321.5486
1975-01-03,324.4298
1975-01-06,326.5906
1975-01-07,326.2905
1975-01-08,320.4082
1975-01-09,327.1909
1975-01-10,335.8343
1975-01-13,334.0336
1975-01-14,330.2521
1975-01-15,333.0132
1975-01-16,332.473
1975-01-17,325.9304
1975-01-20,326.6507
1975-01-21,324.3698
1975-01-22,330.6122
1975-01-23,332.593
1975-01-24,338.0552
1975-01-27,352.401
1975-01-28,356.3625
1975-01-29,363.7455
1975-01-30,357.443
1975-01-31,362.0648
1975-02-03,367.1068
1975-02-04,365.8463
1975-02-05,373.8896
1975-02-06,371.5486
1975-02-07,371.9688
1975-02-10,370.3481
1975-02-11,371.6687
1975-02-12,379.7119
1975-02-13,386.2545
1975-02-14,389.1957
1975-02-18,385.7743
1975-02-19,388.8355
1975-02-20,393.4574
1975-02-21,395.9184
1975-02-24,388.8355
1975-02-25,377.3709
1975-02-26,382.413
1975-02-27,384.8139
1975-02-28,389.7359
1975-03-03,398.3794
1975-03-04,401.5606
1975-03-05,397.599
1975-03-06,402.3409
1975-03-07,406.0024
1975-03-10,409.904
1975-03-11,406.3625
1975-03-12,401.7407
1975-03-13,402.6411
1975-03-14,408.7635
1975-03-17,416.2665
1975-03-18,410.9844
1975-03-19,406.2425
1975-03-20,401.8607
1975-03-21,400.5402
1975-03-24,388.7155
1975-03-25,392.557
1975-03-26,401.7407
1975-03-27,403.3013
1975-03-31,400.3601
1975-04-01,396.0384
1975-04-02,394.7779
1975-04-03,389.2557
1975-04-04,385.4742
1975-04-07,382.2929
1975-04-08,386.1345
1975-04-09,397.2389
1975-04-10,402.8211
1975-04-11,405.2821
1975-04-14,413.8055
1975-04-15,418.0072
1975-04-16,419.8079
1975-04-17,423.7095
1975-04-18,418.0072
1975-04-21,423.5894
1975-04-22,422.7491
1975-04-23,416.9268
1975-04-24,416.4466
1975-04-25,419.928
1975-04-28,417.587
1975-04-29,414.0456
1975-04-30,424.0096
1975-05-01,428.8115
1975-05-02,435.5342
1975-05-05,440.6963
1975-05-06,432.0528
1975-05-07,434.6939
1975-05-08,437.575
1975-05-09,443.3974
1975-05-12,443.8776
1975-05-13,449.6999
1975-05-14,453.8415
1975-05-15,448.6795
1975-05-16,442.7971
1975-05-19,443.3974
1975-05-20,440.6363
1975-05-21,434.5738
1975-05-22,436.5546
1975-05-23,443.6975
1975-05-27,442.2569
1975-05-28,438.4754
1975-05-29,438.2953
1975-05-30,447.1188
1975-06-02,455.7023
1975-06-03,457.563
1975-06-04,455.8223
1975-06-05,456.3625
1975-06-06,455.1021
1975-06-09,447.479
1975-06-10,442.8571
1975-06-11,443.5174
1975-06-12,440.6963
1975-06-13,443.3373
1975-06-16,448.9796
1975-06-17,443.6975
1975-06-18,442.557
1975-06-19,452.3409
1975-06-20,455.8824
1975-06-23,461.9448
1975-06-24,465.3661
1975-06-25,467.9472
1975-06-26,469.0876
1975-06-27,469.0876
1975-06-30,471.3686
1975-07-01,469.3277
1975-07-02,465.3061
1975-07-03,466.3866
1975-07-07,461.4646
1975-07-08,460.5642
1975-07-09,469.0276
1975-07-10,469.0876
1975-07-11,468.1873
1975-07-14,471.3686
1975-07-15,473.8896
1975-07-16,467.8871
1975-07-17,462.0048
1975-07-18,459.4238
1975-07-21,454.8619
1975-07-22,448.9196
1975-07-23,441.2965
1975-07-24,440.6363
1975-07-25,435.9544
1975-07-28,432.3529
1975-07-29,429.3517
1975-07-30,433.1933
1975-07-31,432.7131
1975-08-01,428.1513
1975-08-04,423.1093
1975-08-05,417.587
1975-08-06,417.7071
1975-08-07,418.0072
1975-08-08,416.3265
1975-08-11,419.5078
1975-08-12,422.9292
1975-08-13,416.0264
1975-08-14,413.8055
1975-08-15,418.3673
1975-08-18,417.407
1975-08-19,409.904
1975-08-20,399.5198
1975-08-21,398.6194
1975-08-22,405.8824
1975-08-25,410.5642
1975-08-26,403.9616
1975-08-27,406.7827
1975-08-28,418.6075
1975-08-29,421.4886
1975-09-02,413.0852
1975-09-03,416.3866
1975-09-04,417.407
1975-09-05,413.9256
1975-09-08,415.5462
1975-09-09,407.8031
1975-09-10,402.9412
1975-09-11,400.9004
1975-09-12,400
1975-09-15,397.479
1975-09-16,392.7371
1975-09-17,394.4178
1975-09-18,404.5618
1975-09-19,415.4862
1975-09-22,410.6242
1975-09-23,409.8439
1975-09-24,414.6458
1975-09-25,414.0456
1975-09-26,417.3469
1975-09-29,410.3842
1975-09-30,403.4214
1975-10-01,397.7791
1975-10-02,403.1212
1975-10-03,415.9064
1975-10-06,421.4886
1975-10-07,420.8283
1975-10-08,427.8511
1975-10-09,430.4322
1975-10-10,429.4718
1975-10-13,436.9748
1975-10-14,435.8943
1975-10-15,435.5942
1975-10-16,436.4346
1975-10-17,433.3734
1975-10-20,439.1357
1975-10-21,443.5774
1975-10-22,444.4778
1975-10-23,447.6591
1975-10-24,439.1957
1975-10-27,438.5954
1975-10-28,443.2773
1975-10-29,436.5546
1975-10-30,436.0744
1975-10-31,434.4538
1975-11-03,428.7515
1975-11-04,431.2725
1975-11-05,435.114
1975-11-06,437.515
1975-11-07,436.1945
1975-11-10,436.2545
1975-11-11,439.4358
1975-11-12,447.3589
1975-11-13,446.4586
1975-11-14,446.0384
1975-11-17,448.9796
1975-11-18,446.2185
1975-11-19,440.096
1975-11-20,438.0552
1975-11-21,437.395
1975-11-24,438.4154
1975-11-25,444.4778
1975-11-26,445.8583
1975-11-28,447.6591
1975-12-01,444.2377
1975-12-02,436.1945
1975-12-03,425.8103
1975-12-04,427.2509
1975-12-05,421.1284
1975-12-08,422.6291
1975-12-09,424.0096
1975-12-10,428.6915
1975-12-11,427.0108
1975-12-12,427.1909
1975-12-15,428.7515
1975-12-16,433.7935
1975-12-17,435.114
1975-12-18,436.7947
1975-12-19,433.0132
1975-12-22,429.0516
1975-12-23,432.593
1975-12-24,436.9748
1975-12-26,441.7167
1975-12-29,440.9964
1975-12-30,438.8355
1975-12-31,441.3565
1976-01-02,445.6183
1976-01-05,455.7023
1976-01-06,461.4046
1976-01-07,463.9256
1976-01-08,467.7071
1976-01-09,469.928
1976-01-12,478.2113
1976-01-13,473.6494
1976-01-14,483.0132
1976-01-15,479.892
1976-01-16,482.2329
1976-01-19,490.1561
1976-01-20,493.3974
1976-01-21,489.6759
1976-01-22,488.4754
1976-01-23,495.4982
1976-01-26,498.3193
1976-01-27,494.6579
1976-01-28,491.4166
1976-01-29,500.9004
1976-01-30,505.4022
1976-02-02,505.4622
1976-02-03,507.3229
1976-02-04,511.7047
1976-02-05,502.581
1976-02-06,496.9988
1976-02-09,497.9592
1976-02-10,503.0612
1976-02-11,504.8619
1976-02-12,501.7407
1976-02-13,498.2593
1976-02-17,494.5378
1976-02-18,499.3397
1976-02-19,508.7035
1976-02-20,512.8452
1976-02-23,509.904
1976-02-24,512.425
1976-02-25,510.3842
1976-02-26,500.9004
1976-02-27,498.4994
1976-03-01,500.3601
1976-03-02,503.6014
1976-03-03,500.1201
1976-03-04,493.7575
1976-03-05,494.8979
1976-03-08,501.3806
1976-03-09,503.7215
1976-03-10,505.8824
1976-03-11,511.5846
1976-03-12,505.4022
1976-03-15,499.0396
1976-03-16,505.7623
1976-03-17,505.4022
1976-03-18,502.9412
1976-03-19,503.7215
1976-03-22,504.5018
1976-03-23,513.6855
1976-03-24,520.7683
1976-03-25,517.3469
1976-03-26,517.3469
1976-03-29,514.7059
1976-03-30,512.3049
1976-03-31,516.8668
1976-04-01,513.6855
1976-04-02,513.7455
1976-04-05,521.3085
1976-04-06,520.4081
1976-04-07,513.5054
1976-04-08,507.9232
1976-04-09,502.3409
1976-04-12,501.4406
1976-04-13,506.5426
1976-04-14,502.1008
1976-04-15,504.2617
1976-04-19,508.8835
1976-04-20,517.467
1976-04-21,520.1681
1976-04-22,518.1273
1976-04-23,513.9856
1976-04-26,514.8259
1976-04-27,511.4046
1976-04-28,513.0252
1976-04-29,513.0252
1976-04-30,510.084
1976-05-03,505.7623
1976-05-04,508.7635
1976-05-05,505.5222
1976-05-06,507.2029
1976-05-07,511.5246
1976-05-10,518.8475
1976-05-11,517.9472
1976-05-12,516.8668
1976-05-13,513.2053
1976-05-14,508.2833
1976-05-17,506.7827
1976-05-18,507.8031
1976-05-19,507.3229
1976-05-20,512.2449
1976-05-21,507.8031
1976-05-24,496.8788
1976-05-25,497.1789
1976-05-26,496.2785
1976-05-27,496.5186
1976-05-28,501.3205
1976-06-01,499.3397
1976-06-02,501.5606
1976-06-03,501.0204
1976-06-04,495.1381
1976-06-07,492.0168
1976-06-08,493.0372
1976-06-09,492.6771
1976-06-10,497.599
1976-06-11,505.7623
1976-06-14,511.9448
1976-06-15,509.0036
1976-06-16,512.3049
1976-06-17,521.9088
1976-06-18,522.8091
1976-06-21,525.9304
1976-06-22,521.0684
1976-06-23,519.7479
1976-06-24,518.2473
1976-06-25,522.569
1976-06-28,520.8283
1976-06-29,523.4094
1976-06-30,525.9304
1976-07-01,521.7887
1976-07-02,524.91
1976-07-06,521.4886
1976-07-07,523.2293
1976-07-08,524.1296
1976-07-09,530.1321
1976-07-12,535.6542
1976-07-13,534.2737
1976-07-14,535.9544
1976-07-15,531.4526
1976-07-16,528.3314
1976-07-19,525.9904
1976-07-20,522.569
1976-07-21,523.1693
1976-07-22,523.8295
1976-07-23,524.6099
1976-07-26,524.6699
1976-07-27,521.1285
1976-07-28,518.5474
1976-07-29,517.8271
1976-07-30,520.8884
1976-08-02,519.3878
1976-08-03,525.09
1976-08-04,526.8307
1976-08-05,523.3494
1976-08-06,522.9892
1976-08-09,521.1885
1976-08-10,526.7107
1976-08-11,524.6099
1976-08-12,525.5703
1976-08-13,525.7503
1976-08-16,526.8307
1976-08-17,529.0516
1976-08-18,527.611
1976-08-19,520.5883
1976-08-20,514.4658
1976-08-23,512.0048
1976-08-24,507.8632
1976-08-25,512.425
1976-08-26,508.1633
1976-08-27,509.1237
1976-08-30,512.665
1976-08-31,517.7071
1976-09-01,524.6099
1976-09-02,523.7695
1976-09-03,526.0504
1976-09-07,530.4322
1976-09-08,529.892
1976-09-09,526.6506
1976-09-10,528.1512
1976-09-13,525.9904
1976-09-14,523.8895
1976-09-15,525.7503
1976-09-16,532.2929
1976-09-17,537.8751
1976-09-20,538.1753
1976-09-21,547.2389
1976-09-22,545.018
1976-09-23,541.7767
1976-09-24,541.0564
1976-09-27,543.8776
1976-09-28,535.7743
1976-09-29,532.473
1976-09-30,531.6927
1976-10-01,525.2701
1976-10-04,524.4297
1976-10-05,519.6279
1976-10-06,518.0672
1976-10-07,521.4886
1976-10-08,515.6063
1976-10-11,510.084
1976-10-12,505.1021
1976-10-13,512.9652
1976-10-14,505.5222
1976-10-15,505.3421
1976-10-18,509.0636
1976-10-19,508.9436
1976-10-20,510.6843
1976-10-21,504.8619
1976-10-22,500
1976-10-25,500.6603
1976-10-26,506.6026
1976-10-27,510.8043
1976-10-28,509.904
1976-10-29,517.647
1976-11-01,518.8475
1976-11-03,511.7647
1976-11-04,514.7059
1976-11-05,505.1621
1976-11-08,497.8391
1976-11-09,496.1585
1976-11-10,493.0972
1976-11-11,498.0792
1976-11-12,495.6783
1976-11-15,499.6399
1976-11-16,500.4802
1976-11-17,503.9016
1976-11-18,511.5846
1976-11-19,511.7647
1976-11-22,515.7863
1976-11-23,512.0048
1976-11-24,514.7059
1976-11-26,519.1476
1976-11-29,514.8859
1976-11-30,512.8452
1976-12-01,515.1861
1976-12-02,512.9652
1976-12-03,516.8067
1976-12-06,521.6086
1976-12-07,521.1885
1976-12-08,524.7299
1976-12-09,527.3109
1976-12-10,528.4514
1976-12-13,528.0312
1976-12-14,530.6722
1976-12-15,531.0924
1976-12-16,529.0516
1976-12-17,525.8103
1976-12-20,522.1489
1976-12-21,525.5703
1976-12-22,528.5114
1976-12-23,529.2917
1976-12-27,536.6146
1976-12-28,540.8763
1976-12-29,538.2953
1976-12-30,541.5366
1976-12-31,545.018
1977-01-03,542.2569
1977-01-04,534.4538
1977-01-05,528.8115
1977-01-06,530.3721
1977-01-07,530.3121
1977-01-10,531.4526
1977-01-11,524.97
1977-01-12,520.6483
1977-01-13,525.4502
1977-01-14,524.3098
1977-01-17,522.629
1977-01-18,520.1681
1977-01-19,523.3494
1977-01-20,518.0672
1977-01-21,520.1681
1977-01-24,519.7479
1977-01-25,519.0276
1977-01-26,514.2857
1977-01-27,510.9844
1977-01-28,511.8247
1977-01-31,512.425
1977-02-01,515.4862
1977-02-02,514.4058
1977-02-03,511.3445
1977-02-04,511.5246
1977-02-07,511.5846
1977-02-08,509.8439
1977-02-09,504.6219
1977-02-10,505.1621
1977-02-11,501.5606
1977-02-14,504.6819
1977-02-15,506.4826
1977-02-16,509.2437
1977-02-17,505.7623
1977-02-18,503.1813
1977-02-22,503.1813
1977-02-23,501.3806
1977-02-24,497.8391
