Date,Cumulative Total Return (Net Dividends)
1986-09-18,1807.337
1986-09-19,1806.516
1986-09-22,1828.848
1986-09-23,1834.9237
1986-09-24,1839.932
1986-09-25,1803.3961
1986-09-26,1806.6802
1986-09-29,1787.6323
1986-09-30,1804.9561
1986-10-01,1823.7322
1986-10-02,1826.3674
1986-10-03,1824.6381
1986-10-06,1833.4497
1986-10-07,1830.4027
1986-10-08,1849.0966
1986-10-09,1842.2614
1986-10-10,1839.2144
1986-10-13,1842.7554
1986-10-14,1838.3085
1986-10-15,1866.5551
1986-10-16,1872.5667
1986-10-17,1866.8844
1986-10-20,1843.2495
1986-10-21,1842.5084
1986-10-22,1845.6377
1986-10-23,1870.5079
1986-10-24,1862.108
1986-10-27,1866.308
1986-10-28,1870.3431
1986-10-29,1884.1782
1986-10-30,1906.9896
1986-10-31,1914.813
1986-11-03,1929.8428
1986-11-04,1933.146
1986-11-05,1936.2841
1986-11-06,1930.4209
1986-11-07,1929.5951
1986-11-10,1932.568
1986-11-11,1940.4132
1986-11-12,1936.7795
1986-11-13,1906.8853
1986-11-14,1919.1073
1986-11-17,1908.4543
1986-11-18,1855.3546
1986-11-19,1862.6218
1986-11-20,1898.8749
1986-11-21,1930.3383
1986-11-24,1943.4686
1986-11-25,1949.4146
1986-11-26,1954.3694
1986-11-28,1963.7836
1986-12-01,1962.3759
1986-12-02,2003.3667
1986-12-03,2002.1245
1986-12-04,1995.4169
1986-12-05,1979.9315
1986-12-08,1979.8488
1986-12-09,1964.2805
1986-12-10,1978.1925
1986-12-11,1955.0886
1986-12-12,1948.2982
1986-12-15,1955.4198
1986-12-16,1970.574
1986-12-17,1950.0372
1986-12-18,1943.578
1986-12-19,1968.007
1986-12-22,1959.8916
1986-12-23,1939.9344
1986-12-24,1943.3296
1986-12-26,1944.7374
1986-12-29,1926.1052
1986-12-30,1915.34
1986-12-31,1911.1166
1987-01-02,1946.6602
1987-01-05,1994.3284
1987-01-06,1999.228
1987-01-07,2020.4047
1987-01-08,2036.6816
1987-01-09,2048.6401
1987-01-12,2061.6785
1987-01-13,2058.7717
1987-01-14,2081.1111
1987-01-15,2104.7791
1987-01-16,2111.3396
1987-01-19,2136.7517
1987-01-20,2134.2603
1987-01-21,2124.2949
1987-01-22,2174.7036
1987-01-23,2143.0632
1987-01-26,2138.9939
1987-01-27,2173.3748
1987-01-28,2187.0774
1987-01-29,2177.4441
1987-01-30,2181.9285
1987-02-02,2201.6606
1987-02-03,2197.8308
1987-02-04,2228.2197
1987-02-05,2240.875
1987-02-06,2231.55
1987-02-09,2215.8977
1987-02-10,2190.1711
1987-02-11,2210.7356
1987-02-12,2194.7502
1987-02-13,2228.7195
1987-02-17,2276.9255
1987-02-18,2276.3428
1987-02-19,2277.5918
1987-02-20,2276.8423
1987-02-23,2251.0325
1987-02-24,2255.1953
1987-02-25,2264.5203
1987-02-26,2255.8613
1987-02-27,2272.0967
1987-03-02,2262.0808
1987-03-03,2271.429
1987-03-04,2308.9885
1987-03-05,2324.8469
1987-03-06,2326.0156
1987-03-09,2306.3176
1987-03-10,2327.6848
1987-03-11,2323.0942
1987-03-12,2330.6897
1987-03-13,2319.5886
1987-03-16,2305.7334
1987-03-17,2341.1228
1987-03-18,2343.7102
1987-03-19,2354.5608
1987-03-20,2388.6982
1987-03-23,2413.6545
1987-03-24,2417.6609
1987-03-25,2407.1443
1987-03-26,2411.7349
1987-03-27,2371.6714
1987-03-30,2313.8296
1987-03-31,2340.5386
1987-04-01,2346.3115
1987-04-02,2356.686
1987-04-03,2413.4116
1987-04-06,2426.2964
1987-04-07,2382.2878
1987-04-08,2387.0569
1987-04-09,2350.2439
1987-04-10,2347.1482
1987-04-13,2289.6697
1987-04-14,2235.6213
1987-04-15,2279.7971
1987-04-16,2300.4626
1987-04-20,2293.6021
1987-04-21,2352.0007
1987-04-22,2302.8052
1987-04-23,2299.7095
1987-04-24,2255.3665
1987-04-27,2257.9602
1987-04-28,2263.6494
1987-04-29,2280.8848
1987-04-30,2318.8691
1987-05-01,2316.1008
1987-05-04,2327.2573
1987-05-05,2377.4199
1987-05-06,2378.5103
1987-05-07,2372.1353
1987-05-08,2360.8948
1987-05-11,2345.7957
1987-05-12,2360.3076
1987-05-13,2366.0117
1987-05-14,2368.1926
1987-05-15,2311.0679
1987-05-18,2304.5249
1987-05-19,2245.5547
1987-05-20,2233.7271
1987-05-21,2250.1685
1987-05-22,2266.8613
1987-05-26,2325.1604
1987-05-27,2321.9727
1987-05-28,2339.0012
1987-05-29,2339.8401
1987-06-01,2337.5691
1987-06-02,2326.0471
1987-06-03,2368.1829
1987-06-04,2381.8076
1987-06-05,2368.0146
1987-06-08,2395.5164
1987-06-09,2400.2263
1987-06-10,2401.8242
1987-06-11,2412.4211
1987-06-12,2436.7271
1987-06-15,2449.5107
1987-06-16,2463.1355
1987-06-17,2463.5562
1987-06-18,2470.9573
1987-06-19,2481.7224
1987-06-22,2504.2622
1987-06-23,2494.0015
1987-06-24,2480.7974
1987-06-25,2498.459
1987-06-26,2483.3203
1987-06-29,2489.5439
1987-06-30,2463.0515
1987-07-01,2454.1145
1987-07-02,2476.7942
1987-07-06,2470.8081
1987-07-07,2491.7173
1987-07-08,2499.2209
1987-07-09,2492.729
1987-07-10,2499.8953
1987-07-13,2493.6562
1987-07-14,2519.3711
1987-07-15,2517.1792
1987-07-16,2536.4019
1987-07-17,2552.3367
1987-07-20,2525.3572
1987-07-21,2501.4128
1987-07-22,2500.7385
1987-07-23,2495.1738
1987-07-24,2507.4834
1987-07-27,2519.1182
1987-07-28,2533.2825
1987-07-29,2561.2737
1987-07-30,2581.5083
1987-07-31,2592.8904
1987-08-03,2583.679
1987-08-04,2572.3552
1987-08-05,2591.1157
1987-08-06,2621.876
1987-08-07,2629.5662
1987-08-10,2671.8196
1987-08-11,2716.8616
1987-08-12,2708.918
1987-08-13,2728.0166
1987-08-14,2722.439
1987-08-17,2723.4531
1987-08-18,2682.3828
1987-08-19,2687.2842
1987-08-20,2729.6221
1987-08-21,2738.5798
1987-08-24,2716.8616
1987-08-25,2745.9319
1987-08-26,2727.3403
1987-08-27,2700.3828
1987-08-28,2663.7068
1987-08-31,2693.3687
1987-09-01,2639.1614
1987-09-02,2624.5933
1987-09-03,2612.1426
1987-09-04,2582.4133
1987-09-08,2555.8179
1987-09-09,2558.8669
1987-09-10,2586.0552
1987-09-11,2627.1343
1987-09-14,2636.4512
1987-09-15,2591.2219
1987-09-16,2566.8286
1987-09-17,2567.4216
1987-09-18,2566.8286
1987-09-21,2530.2388
1987-09-22,2606.1289
1987-09-23,2620.4431
1987-09-24,2607.9922
1987-09-25,2611.719
1987-09-28,2637.4675
1987-09-29,2624.678
1987-09-30,2632.1313
1987-10-01,2678.823
1987-10-02,2685.105
1987-10-05,2685.1899
1987-10-06,2609.9741
1987-10-07,2604.2014
1987-10-08,2567.0181
1987-10-09,2540.7859
1987-10-12,2526.5237
1987-10-13,2570.0742
1987-10-14,2491.208
1987-10-15,2430.509
1987-10-16,2299.9426
1987-10-19,1808.7482
1987-10-20,1910.5356
1987-10-21,2093.4814
1987-10-22,2007.4841
1987-10-23,2007.2295
1987-10-26,1832.7731
1987-10-27,1879.6344
1987-10-28,1880.3984
1987-10-29,1977.9412
1987-10-30,2043.7338
1987-11-02,2077.4492
1987-11-03,2035.4752
1987-11-04,2019.6392
1987-11-05,2066.6362
1987-11-06,2031.9845
1987-11-09,1970.3433
1987-11-10,1934.84
1987-11-11,1959.5305
1987-11-12,2015.8931
1987-11-13,1991.3728
1987-11-16,2000.9084
1987-11-17,1969.2365
1987-11-18,1990.6066
1987-11-19,1943.7797
1987-11-20,1960.382
1987-11-23,1968.8108
1987-11-24,1997.7583
1987-11-25,1978.2612
1987-11-27,1946.2488
1987-11-30,1867.0687
1987-12-01,1881.589
1987-12-02,1893.974
1987-12-03,1823.5934
1987-12-04,1812.5751
1987-12-07,1853.9152
1987-12-08,1906.4443
1987-12-09,1940.4388
1987-12-10,1894.9989
1987-12-11,1909.9463
1987-12-14,1968.6252
1987-12-15,1973.8354
1987-12-16,2018.9337
1987-12-17,1975.3729
1987-12-18,2028.1583
1987-12-21,2031.4041
1987-12-22,2034.906
1987-12-23,2062.3237
1987-12-24,2052.5864
1987-12-28,1997.4949
1987-12-29,1989.1244
1987-12-30,2017.0546
1987-12-31,2016.7129
1988-01-04,2093.2583
1988-01-05,2116.8584
1988-01-06,2119.0872
1988-01-07,2137.7729
1988-01-08,1986.4253
1988-01-11,2021.7334
1988-01-12,2004.0302
1988-01-13,2007.6479
1988-01-14,2008.2482
1988-01-15,2061.3059
1988-01-18,2059.8481
1988-01-19,2038.0079
1988-01-20,1980.6388
1988-01-21,1985.0122
1988-01-22,2013.8683
1988-01-25,2063.1775
1988-01-26,2041.2687
1988-01-27,2039.6471
1988-01-28,2073.1943
1988-01-29,2105.7463
1988-02-01,2088.9033
1988-02-02,2094.3704
1988-02-03,2065.6238
1988-02-04,2067.1265
1988-02-05,2058.1216
1988-02-08,2042.608
1988-02-09,2065.4448
1988-02-10,2108.1738
1988-02-11,2102.1772
1988-02-12,2117.7158
1988-02-16,2137.1875
1988-02-17,2131.9783
1988-02-18,2120.8274
1988-02-19,2152.7825
1988-02-22,2188.011
1988-02-23,2182.9033
1988-02-24,2178.4497
1988-02-25,2153.9275
1988-02-26,2161.6047
1988-02-29,2208.5671
1988-03-01,2203.9297
1988-03-02,2210.9392
1988-03-03,2210.0942
1988-03-04,2205.3425
1988-03-07,2206.4119
1988-03-08,2224.5093
1988-03-09,2221.895
1988-03-10,2176.9519
1988-03-11,2186.4707
1988-03-14,2198.9846
1988-03-15,2197.0598
1988-03-16,2218.8108
1988-03-17,2241.1057
1988-03-18,2240.3115
1988-03-21,2219.8708
1988-03-22,2220.7515
1988-03-23,2221.4333
1988-03-24,2173.4438
1988-03-25,2133.5603
1988-03-28,2129.7588
1988-03-29,2147.3767
1988-03-30,2130.1025
1988-03-31,2137.249
1988-04-04,2113.7866
1988-04-05,2135.0437
1988-04-06,2195.3918
1988-04-07,2201.1846
1988-04-08,2229.4739
1988-04-11,2236.0188
1988-04-12,2246.4902
1988-04-13,2248.2368
1988-04-14,2146.3159
1988-04-15,2146.4888
1988-04-18,2141.8015
1988-04-19,2130.7488
1988-04-20,2115.2671
1988-04-21,2117.7751
1988-04-22,2149.9753
1988-04-25,2170.5515
1988-04-26,2184.0386
1988-04-27,2183.2078
1988-04-28,2172.9517
1988-04-29,2161.9941
1988-05-02,2164.53
1988-05-03,2177.8892
1988-05-04,2155.1016
1988-05-05,2143.199
1988-05-06,2132.4678
1988-05-09,2126.3464
1988-05-10,2136.0229
1988-05-11,2098.7183
1988-05-12,2103.5269
1988-05-13,2129.0994
1988-05-16,2146.9822
1988-05-17,2119.6843
1988-05-18,2084.7537
1988-05-19,2095.6624
1988-05-20,2099.6177
1988-05-23,2080.9875
1988-05-24,2104.5166
1988-05-25,2107.2124
1988-05-26,2114.8145
1988-05-27,2105.1333
1988-05-31,2181.5586
1988-06-01,2221.2351
1988-06-02,2209.4849
1988-06-03,2219.4165
1988-06-06,2225.1616
1988-06-07,2209.3064
1988-06-08,2264.6248
1988-06-09,2254.0347
1988-06-10,2263.3828
1988-06-13,2265.0295
1988-06-14,2290.2283
1988-06-15,2291.5876
1988-06-16,2250.9014
1988-06-17,2258.9536
1988-06-20,2244.0771
1988-06-21,2267.9067
1988-06-22,2302.6926
1988-06-23,2295.3711
1988-06-24,2287.9712
1988-06-27,2247.1074
1988-06-28,2275.7812
1988-06-29,2264.23
1988-06-30,2286.2598
1988-07-01,2271.8027
1988-07-05,2307.7576
1988-07-06,2274.6719
1988-07-07,2272.5767
1988-07-08,2257.2297
1988-07-11,2262.1096
1988-07-12,2238.5542
1988-07-13,2251.406
1988-07-14,2259.9011
1988-07-15,2275.5312
1988-07-18,2262.2761
1988-07-19,2244.5488
1988-07-20,2257.9104
1988-07-21,2228.7422
1988-07-22,2201.1721
1988-07-25,2212.0796
1988-07-26,2216.9541
1988-07-27,2193.8972
1988-07-28,2224.6572
1988-07-29,2277.2114
1988-08-01,2279.5186
1988-08-02,2279.0991
1988-08-03,2287.459
1988-08-04,2279.9463
1988-08-05,2273.636
1988-08-08,2264.1467
1988-08-09,2235.0044
1988-08-10,2194.9705
1988-08-11,2202.6904
1988-08-12,2201.0427
1988-08-15,2168.2383
1988-08-16,2184.968
1988-08-17,2186.9148
1988-08-18,2189.3792
1988-08-19,2182.5908
1988-08-22,2154.6372
1988-08-23,2155.655
1988-08-24,2191.1274
1988-08-25,2174.1062
1988-08-26,2179.1338
1988-08-29,2203.2786
1988-08-30,2205.1487
1988-08-31,2196.4641
1988-09-01,2168.8911
1988-09-02,2223.2004
1988-09-06,2233.3635
1988-09-07,2235.8235
1988-09-08,2236.0256
1988-09-09,2245.3738
1988-09-12,2242.2537
1988-09-13,2250.8501
1988-09-14,2267.5171
1988-09-15,2257.2402
1988-09-16,2279.4736
1988-09-19,2263.4993
1988-09-20,2272.4231
1988-09-21,2276.6362
1988-09-22,2268.0151
1988-09-23,2273.1174
1988-09-26,2267.1616
1988-09-27,2261.8267
1988-09-28,2269.1255
1988-09-29,2300.2407
1988-09-30,2294.3059
1988-10-03,2290.854
1988-10-04,2284.5286
1988-10-05,2295.4546
1988-10-06,2300.1423
1988-10-07,2350.4114
1988-10-10,2351.9094
1988-10-11,2349.2568
1988-10-12,2314.4653
1988-10-13,2325.3928
1988-10-14,2328.1335
1988-10-17,2336.3213
1988-10-18,2362.614
1988-10-19,2341.3796
1988-10-20,2393.4739
1988-10-21,2400.3757
1988-10-24,2388.5728
1988-10-25,2389.7014
1988-10-26,2381.4751
1988-10-27,2345.3176
1988-10-28,2356.4734
1988-10-31,2360.9714
1988-11-01,2362.9915
1988-11-02,2363.0005
1988-11-03,2364.7744
1988-11-04,2341.2214
1988-11-07,2321.3865
1988-11-08,2332.7275
1988-11-09,2317.0693
1988-11-10,2320.8452
1988-11-11,2269.8083
1988-11-14,2269.1274
1988-11-15,2274.8174
1988-11-16,2235.311
1988-11-17,2242.3394
1988-11-18,2259.4954
1988-11-21,2257.4763
1988-11-22,2266.252
1988-11-23,2282.3511
1988-11-25,2267.499
1988-11-28,2280.6111
1988-11-29,2301.1614
1988-11-30,2325.8989
1988-12-01,2315.4224
1988-12-02,2309.8999
1988-12-05,2338.103
1988-12-06,2362.0381
1988-12-07,2366.9163
1988-12-08,2353.1062
1988-12-09,2358.0378
1988-12-12,2353.8142
1988-12-13,2352.1638
1988-12-14,2343.3867
1988-12-15,2334.3076
1988-12-16,2352.3066
1988-12-19,2375.6499
1988-12-20,2362.9749
1988-12-21,2362.2026
1988-12-22,2357.7109
1988-12-23,2368.6826
1988-12-27,2359.5229
1988-12-28,2361.7886
1988-12-29,2382.7122
1988-12-30,2368.2192
1989-01-03,2347.0938
1989-01-04,2384.301
1989-01-05,2389.5466
1989-01-06,2395.4236
1989-01-09,2398.4641
1989-01-10,2393.209
1989-01-11,2407.7034
1989-01-12,2418.0183
1989-01-13,2424.7588
1989-01-16,2427.1602
1989-01-17,2421.9661
1989-01-18,2448.4709
1989-01-19,2451.8062
1989-01-20,2449.4314
1989-01-23,2430.9666
1989-01-24,2466.9692
1989-01-25,2473.011
1989-01-26,2495.9077
1989-01-27,2514.8994
1989-01-30,2525.7571
1989-01-31,2548.6331
1989-02-01,2545.5522
1989-02-02,2544.7598
1989-02-03,2546.0159
1989-02-06,2539.6365
1989-02-07,2571.9319
1989-02-08,2563.2285
1989-02-09,2540.7742
1989-02-10,2505.6125
1989-02-13,2511.4746
1989-02-14,2505.6543
1989-02-15,2527.5938
1989-02-16,2532.7285
1989-02-17,2551.0088
1989-02-21,2544.1301
1989-02-22,2498.9624
1989-02-23,2509.853
1989-02-24,2465.9666
1989-02-27,2472.946
1989-02-28,2482.6274
1989-03-01,2467.759
1989-03-02,2493.4714
1989-03-03,2504.509
1989-03-06,2537.658
1989-03-07,2529.4895
1989-03-08,2531.4221
1989-03-09,2531.1895
1989-03-10,2521.9333
1989-03-13,2544.0813
1989-03-14,2542.6309
1989-03-15,2556.4375
1989-03-16,2581.3035
1989-03-17,2521.0312
1989-03-20,2496.2708
1989-03-21,2508.8977
1989-03-22,2501.4111
1989-03-23,2487.8887
1989-03-27,2503.8022
1989-03-28,2513.0588
1989-03-29,2519.8696
1989-03-30,2521.7515
1989-03-31,2542.8765
1989-04-03,2557.1453
1989-04-04,2548.6643
1989-04-05,2557.0774
1989-04-06,2548.5564
1989-04-07,2565.3291
1989-04-10,2565.1946
1989-04-11,2577.6455
1989-04-12,2582.1309
1989-04-13,2559.1392
1989-04-14,2603.7092
1989-04-17,2607.1274
1989-04-18,2645.9148
1989-04-19,2656.0991
1989-04-20,2647.4849
1989-04-21,2678.2
1989-04-24,2670.4741
1989-04-25,2653.4934
1989-04-26,2655.6836
1989-04-27,2679.4761
1989-04-28,2680.0955
1989-05-01,2676.2258
1989-05-02,2667.8823
1989-05-03,2668.7627
1989-05-04,2666.876
1989-05-05,2666.3274
1989-05-08,2653.0088
1989-05-09,2647.377
1989-05-10,2653.0303
1989-05-11,2663.5273
1989-05-12,2725.7034
1989-05-15,2747.7444
1989-05-16,2741.4844
1989-05-17,2761.375
1989-05-18,2766.0437
1989-05-19,2795.6082
1989-05-22,2803.0627
1989-05-23,2770.1082
1989-05-24,2777.8623
1989-05-25,2778.8181
1989-05-26,2801.5388
1989-05-30,2779.2803
1989-05-31,2792.5735
1989-06-01,2805.939
1989-06-02,2838.0156
1989-06-05,2807.0125
1989-06-06,2827.7478
1989-06-07,2852.2271
1989-06-08,2850.4844
1989-06-09,2850.999
1989-06-12,2847.1509
1989-06-13,2826.2922
1989-06-14,2825.6599
1989-06-15,2791.8706
1989-06-16,2803.3718
1989-06-19,2808.6846
1989-06-20,2803.073
1989-06-21,2796.1416
1989-06-22,2812.7695
1989-06-23,2864.0991
1989-06-26,2853.1736
1989-06-27,2869.9106
1989-06-28,2846.4995
1989-06-29,2791.0984
1989-06-30,2776.1672
1989-07-03,2788.2695
1989-07-05,2801.4067
1989-07-06,2810.0483
1989-07-07,2840.4565
1989-07-10,2860.2671
1989-07-11,2875.8438
1989-07-12,2885.1846
1989-07-13,2886.4517
1989-07-14,2903.9297
1989-07-17,2909.6055
1989-07-18,2899.9277
1989-07-19,2939.6279
1989-07-20,2919.5286
1989-07-21,2941.1943
1989-07-24,2921.5293
1989-07-25,2923.6663
1989-07-26,2961.7292
1989-07-27,2997.9121
1989-07-28,2999.4792
1989-07-31,3035.8596
1989-08-01,3015.925
1989-08-02,3021.7356
1989-08-03,3026.7671
1989-08-04,3019.6924
1989-08-07,3070.1997
1989-08-08,3070.8257
1989-08-09,3049.5234
1989-08-10,3061.7334
1989-08-11,3030.6108
1989-08-14,3016.4807
1989-08-15,3031.6426
1989-08-16,3040.8184
1989-08-17,3029.9963
1989-08-18,3044.3809
1989-08-21,2996.238
1989-08-22,3001.3367
1989-08-23,3033.26
1989-08-24,3095.2979
1989-08-25,3086.5715
1989-08-28,3102.2991
1989-08-29,3082.417
1989-08-30,3089.8674
1989-08-31,3097.1631
1989-09-01,3118.7869
1989-09-05,3108.5681
1989-09-06,3078.4353
1989-09-07,3070.4812
1989-09-08,3074.231
1989-09-11,3065.4844
1989-09-12,3075.1721
1989-09-13,3045.7515
1989-09-14,3024.999
1989-09-15,3042.3743
1989-09-18,3057.7646
1989-09-19,3057.4915
1989-09-20,3056.7808
1989-09-21,3050.2937
1989-09-22,3062.6233
1989-09-25,3038.3101
1989-09-26,3039.3403
1989-09-27,3046.47
1989-09-28,3078.9102
1989-09-29,3084.1902
1989-10-02,3100.0859
1989-10-03,3136.3672
1989-10-04,3157.2246
1989-10-05,3157.4983
1989-10-06,3174.2527
1989-10-09,3183.5613
1989-10-10,3177.4924
1989-10-11,3158.0078
1989-10-12,3143.4058
1989-10-13,2944.7256
1989-10-16,3029.5549
1989-10-17,3014.3018
1989-10-18,3019.8247
1989-10-19,3068.9006
1989-10-20,3069.2017
1989-10-23,3048.3057
1989-10-24,3038.0251
1989-10-25,3027.4707
1989-10-26,2986.3616
1989-10-27,2960.186
1989-10-30,2960.8164
1989-10-31,3010.2542
1989-11-01,3018.0215
1989-11-02,2994.8831
1989-11-03,2987.1294
1989-11-06,2942.4163
1989-11-07,2963.8936
1989-11-08,2994.5867
1989-11-09,2981.0332
1989-11-10,3005.0906
1989-11-13,3010.3647
1989-11-14,2996.4961
1989-11-15,3020.0229
1989-11-16,3020.9482
1989-11-17,3030.79
1989-11-20,3010.4258
1989-11-21,3012.6714
1989-11-22,3033.9365
1989-11-24,3053.1941
1989-11-27,3069.6123
1989-11-28,3071.575
1989-11-29,3051.7441
1989-11-30,3073.6853
1989-12-01,3116.5771
1989-12-04,3125.1819
1989-12-05,3108.8638
1989-12-06,3099.4551
1989-12-07,3090.8633
1989-12-08,3100.9888
1989-12-11,3101.1541
1989-12-12,3130.5059
1989-12-13,3139.9844
1989-12-14,3123.3047
1989-12-15,3115.3687
1989-12-18,3057.061
1989-12-19,3045.9556
1989-12-20,3049.5105
1989-12-21,3067.3877
1989-12-22,3093.3491
1989-12-26,3088.4224
1989-12-27,3106.8096
1989-12-28,3123.9741
1989-12-29,3149.9004
1990-01-02,3207.7439
1990-01-03,3199.2559
1990-01-04,3172.2463
1990-01-05,3140.3953
1990-01-08,3155.2998
1990-01-09,3116.9675
1990-01-10,3095.7493
1990-01-11,3106.9751
1990-01-12,3028.3857
1990-01-15,3001.4209
1990-01-16,3036.0793
1990-01-17,3005.3674
1990-01-18,3012.6384
1990-01-19,3021.5662
1990-01-22,2941.1592
1990-01-23,2952.5
1990-01-24,2940.6528
1990-01-25,2902.3892
1990-01-26,2900.0874
1990-01-29,2895.1885
1990-01-30,2875.4968
1990-01-31,2931.7007
1990-02-01,2929.4771
1990-02-02,2949.584
1990-02-05,2960.229
1990-02-06,2941.1448
1990-02-07,2979.481
1990-02-08,2972.3694
1990-02-09,2979.8887
1990-02-12,2948.2998
1990-02-13,2957.8269
1990-02-14,2967.2214
1990-02-15,2994.041
1990-02-16,2974.8181
1990-02-20,2931.3445
1990-02-21,2928.4072
1990-02-22,2910.4817
1990-02-23,2896.9658
1990-02-26,2939.5771
1990-02-27,2954.8743
1990-02-28,2970.5879
1990-03-01,2978.6682
1990-03-02,3004.7515
1990-03-05,2989.3013
1990-03-06,3028.3608
1990-03-07,3019.3936
1990-03-08,3050.2144
1990-03-09,3029.8916
1990-03-12,3036.939
1990-03-13,3012.3201
1990-03-14,3020.4431
1990-03-15,3031.6436
1990-03-16,3067.3103
1990-03-19,3082.3721
1990-03-20,3064.5259
1990-03-21,3047.5984
1990-03-22,3010.0764
1990-03-23,3024.2908
1990-03-26,3029.897
1990-03-27,3065.9004
1990-03-28,3070.615
1990-03-29,3059.3975
1990-03-30,3051.8113
1990-04-02,3040.9341
1990-04-03,3087.1885
1990-04-04,3064.9827
1990-04-05,3061.7158
1990-04-06,3055.9893
1990-04-09,3068.0273
1990-04-10,3074.5234
1990-04-11,3073.146
1990-04-12,3095.8967
1990-04-16,3099.9126
1990-04-17,3099.4109
1990-04-18,3062.771
1990-04-19,3038.4146
1990-04-20,3010.9309
1990-04-23,2973.4988
1990-04-24,2967.3059
1990-04-25,2983.0544
1990-04-26,2991.8162
1990-04-27,2956.521
1990-04-30,2972.9502
1990-05-01,2987.238
1990-05-02,3008.1084
1990-05-03,3019.1748
1990-05-04,3047.0039
1990-05-07,3067.729
1990-05-08,3082.6533
1990-05-09,3091.2019
1990-05-10,3100.6033
1990-05-11,3177.5083
1990-05-14,3204.6765
1990-05-15,3200.4668
1990-05-16,3198.5452
1990-05-17,3203.0642
1990-05-18,3204.6636
1990-05-21,3236.72
1990-05-22,3242.5857
1990-05-23,3250.7058
1990-05-24,3242.9033
1990-05-25,3208.6824
1990-05-29,3266.1184
1990-05-30,3268.1892
1990-05-31,3272.2815
1990-06-01,3290.595
1990-06-04,3330.8105
1990-06-05,3324.2024
1990-06-06,3308.6453
1990-06-07,3291.8877
1990-06-08,3250.4839
1990-06-11,3279.2249
1990-06-12,3322.5518
1990-06-13,3310.0525
1990-06-14,3291.4734
1990-06-15,3291.5996
1990-06-18,3235.376
1990-06-19,3250.5676
1990-06-20,3256.5229
1990-06-21,3269.333
1990-06-22,3222.2373
1990-06-25,3194.9062
1990-06-26,3192.6992
1990-06-27,3221.5723
1990-06-28,3245.1423
1990-06-29,3249.4421
1990-07-02,3263.7258
1990-07-03,3270.9353
1990-07-05,3229.5352
1990-07-06,3255.1846
1990-07-09,3265.7502
1990-07-10,3237.4521
1990-07-11,3281.8665
1990-07-12,3321.281
1990-07-13,3338.7881
1990-07-16,3354.8503
1990-07-17,3341.54
1990-07-18,3310.7632
1990-07-19,3321.1199
1990-07-20,3286.4119
1990-07-23,3227.7598
1990-07-24,3232.2732
1990-07-25,3244.6101
1990-07-26,3233.8098
1990-07-27,3211.2146
1990-07-30,3231.7837
1990-07-31,3238.5811
1990-08-01,3232.8245
1990-08-02,3195.489
1990-08-03,3133.9546
1990-08-06,3038.2134
1990-08-07,3043.4006
1990-08-08,3076.4946
1990-08-09,3092.1794
1990-08-10,3051.6204
1990-08-13,3083.7593
1990-08-14,3089.4033
1990-08-15,3095.9214
1990-08-16,3024.481
1990-08-17,2981.6372
1990-08-20,2988.6177
1990-08-21,2926.4377
1990-08-22,2876.5779
1990-08-23,2787.3921
1990-08-24,2829.2642
1990-08-27,2923.7695
1990-08-28,2923.9441
1990-08-29,2950.9634
1990-08-30,2899.4656
1990-08-31,2936.5708
1990-09-04,2942.3354
1990-09-05,2954.6086
1990-09-06,2917.7783
1990-09-07,2945.4814
1990-09-10,2930.1455
1990-09-11,2925.0916
1990-09-12,2939.2419
1990-09-13,2902.6062
1990-09-14,2885.5491
1990-09-17,2894.6086
1990-09-18,2904.1162
1990-09-19,2885.2649
1990-09-20,2837.6538
1990-09-21,2836.1448
1990-09-24,2773.9871
1990-09-25,2808.8323
1990-09-26,2778.7241
1990-09-27,2740.6401
1990-09-28,2788.615
1990-10-01,2873.4849
1990-10-02,2876.0569
1990-10-03,2841.9575
1990-10-04,2854.2341
1990-10-05,2843.053
1990-10-08,2861.76
1990-10-09,2782.813
1990-10-10,2738.3447
1990-10-11,2691.7859
1990-10-12,2734.9675
1990-10-15,2765.8516
1990-10-16,2725.2188
1990-10-17,2723.8335
1990-10-18,2789.8591
1990-10-19,2853.6592
1990-10-22,2875.5623
1990-10-23,2852.8958
1990-10-24,2855.1716
1990-10-25,2832.3938
1990-10-26,2781.4739
1990-10-29,2755.3186
1990-10-30,2776.7485
1990-10-31,2776.2212
1990-11-01,2805.324
1990-11-02,2851.3579
1990-11-05,2880.9648
1990-11-06,2853.5205
1990-11-07,2800.6013
1990-11-08,2817.2446
1990-11-09,2876.6934
1990-11-12,2931.1531
1990-11-13,2914.4475
1990-11-14,2940.8652
1990-11-15,2908.9268
1990-11-16,2910.8203
1990-11-19,2932.0254
1990-11-20,2893.8176
1990-11-21,2900.7917
1990-11-23,2891.9839
1990-11-26,2906.3962
1990-11-27,2922.6299
1990-11-28,2921.2786
1990-11-29,2906.7983
1990-11-30,2961.9368
1990-12-03,2981.9104
1990-12-04,3003.6233
1990-12-05,3037.6143
1990-12-06,3029.7148
1990-12-07,3017.5576
1990-12-10,3028.9888
1990-12-11,3006.8403
1990-12-12,3042.5496
1990-12-13,3034.6326
1990-12-14,3010.6528
1990-12-17,3003.207
1990-12-18,3041.7561
1990-12-19,3043.3535
1990-12-20,3042.5989
1990-12-21,3058.1267
1990-12-24,3042.8337
1990-12-26,3052.0344
1990-12-27,3027.7329
1990-12-28,3032.752
